PROTEIN_U,PROTEIN_V,CO_EXP
YER111C,YHR178W,0.3268095384166213
YBR035C,YOR244W,0.38387038439698057
YFR014C,YNL316C,0.0
YGL162W,YGR192C,0.2602495870552411
YBR276C,YER081W,0.0
YHR114W,YLR081W,0.0
YCL056C,YPR179C,0.0
YBR227C,YHR182W,0.0
YLR259C,YPL247C,0.0
YBR072W,YDR213W,0.3792894845278094
YOR310C,YPL157W,0.19290595617260808
YJR121W,YPR046W,0.0
YER017C,YPL240C,0.0
YJL164C,YMR102C,0.0
YFL007W,YJL073W,0.0
YHR174W,YOR011W,0.16401081634464187
YBL015W,YOR393W,0.0
YBL084C,YIR023W,0.0
YBL005W,YLR090W,0.0
YDL229W,YGL255W,0.0
YHR201C,YPL106C,0.11591825461656378
YDL200C,YKL056C,0.0
YFR021W,YOL086C,0.0
YKL022C,YPL131W,0.03850699212913914
YBL032W,YJR095W,0.44279067196437955
YER081W,YHR215W,0.0
YDR228C,YOR229W,0.0
YMR139W,YNL199C,0.0
YER110C,YPR174C,0.0
YBR128C,YDL185W,0.1052990366975985
YGR267C,YPL003W,0.0
YKL088W,YLR182W,0.0
YDR531W,YPL240C,0.0
YAL041W,YIL079C,0.12399239681967857
YDR386W,YER112W,0.19889224659492957
YER114C,YIR039C,0.0
YNL024C,YOR093C,0.0
YFR014C,YLR437C,0.0896590533902531
YJR121W,YML065W,0.2590209446098058
YMR022W,YNL210W,0.0
YDL085W,YDR034C,0.0
YER011W,YPL178W,0.0
YBR025C,YNL108C,0.7657084549953644
YLL019C,YOL016C,0.5912247290968793
YIL094C,YPR061C,0.0
YBR217W,YLR031W,0.0
YPL141C,YPR128C,0.0
YLR291C,YPR062W,0.6485848699558417
YBL015W,YOR023C,0.0
YBR103W,YDL185W,0.0
YNL099C,YNR054C,0.502428302299628
YBL075C,YKR050W,0.655736444030473
YDL129W,YJR063W,0.0
YBR112C,YMR240C,0.12512725936011657
YDR279W,YIL131C,0.4966127524505208
YKL113C,YLR453C,0.0
YNL172W,YOR315W,0.0
YDR471W,YML094W,0.8100989050563033
YNL108C,YNL209W,0.8247032161692042
YGR220C,YNL307C,0.0
YBL032W,YNL329C,0.5860576126592243
YDR257C,YJL164C,0.0
YLR094C,YLR453C,0.03668895206355423
YOL016C,YPR169W,0.0
YDR530C,YJL008C,0.0
YNR017W,YOR211C,0.17702140961917795
YDL017W,YIL041W,0.0
YJR051W,YLR432W,0.32452852093088097
YBR019C,YDL079C,0.2117900646891491
YDR083W,YDR288W,0.0
YFL014W,YMR052W,0.46003486503110796
YHR083W,YKR043C,0.0
YDR052C,YLR423C,0.14095625729560335
YNL248C,YPR178W,0.0
YGL189C,YHR052W,0.6298188332714058
YFR002W,YKR101W,0.0
YCL009C,YIL034C,0.3259245958448911
YGL100W,YGL137W,0.6438605478593447
YDL173W,YDR381W,0.0
YJL099W,YLR424W,0.07106044178808163
YDL219W,YFL002C,0.6327381532143667
YDR247W,YOR094W,0.0
YJR006W,YNL218W,0.07451246180529658
YGL184C,YLL024C,0.4085026300341995
YDR108W,YPR078C,0.0
YGL171W,YML010W,0.07187741587584
YKR027W,YPR154W,0.1985910899564818
YDR110W,YOR069W,0.10658196499562307
YGL175C,YJL092W,0.38663928609702786
YOL090W,YPL005W,0.0
YBL032W,YHR198C,0.7387122116101159
YOR230W,YPR165W,0.0
YBR059C,YER087W,0.0
YIL173W,YLR310C,0.0
YER043C,YML095C,0.0
YDL229W,YDL231C,0.0
YGL048C,YLR295C,0.04195490154011603
YER131W,YER146W,0.3952657144346714
YDR190C,YNL311C,0.23054204881955576
YBL063W,YDL013W,0.0
YGR166W,YNL077W,0.0
YER022W,YFR038W,0.1060452123502797
YJR003C,YLR423C,0.0
YDL145C,YKL108W,0.43349899355138505
YBL032W,YKR021W,0.0
YBL052C,YNL258C,0.07381372394486645
YBR088C,YNL218W,0.0
YGL198W,YMR215W,0.0
YDL108W,YDL125C,0.0
YKR048C,YNL310C,0.027025211284068745
YGL122C,YNR056C,0.0
YHR064C,YHR134W,0.35594754851185023
YGL067W,YJL164C,0.0
YGL026C,YKR026C,0.5018362498564077
YBR169C,YFL049W,0.0
YKR076W,YPR186C,0.0
YHR079C,YLL043W,0.07029106002771272
YLL034C,YLR079W,0.0
YDR196C,YEL017C-A,0.0
YDR388W,YMR287C,0.0
YNL074C,YPL256C,0.0
YOR205C,YPR080W,0.0
YKR090W,YOR264W,0.0
YGL050W,YNL255C,0.6479131906000352
YLR371W,YPR165W,0.0
YBR072W,YOR159C,0.0
YFR024C-A,YMR232W,0.3080500187474758
YHR134W,YLL039C,0.0
YCL059C,YDL166C,0.8417732133527734
YLL026W,YLR067C,0.0
YGR231C,YHR135C,0.8051542880978908
YKR063C,YLR403W,0.35207823591651166
YGR258C,YOL016C,0.0
YDR501W,YLL005C,0.0
YKL204W,YPL105C,0.0
YDR142C,YLR105C,0.0
YLR373C,YML021C,0.0
YDR342C,YIL146C,0.7000020323946942
YIR033W,YOL126C,0.30795335844206795
YBR259W,YNL007C,0.0
YFL031W,YGR252W,0.3362279570623417
YJL008C,YJL087C,0.14653959882605752
YGR033C,YLR096W,0.0
YJR056C,YNL154C,0.0
YNL255C,YPR051W,0.6141153870596313
YNL154C,YPL138C,0.0
YAL005C,YOR385W,0.0
YAL017W,YDR454C,0.0
YAL048C,YDR228C,0.0
YCR077C,YGL143C,0.0
YCR079W,YLL022C,0.1567997929259714
YBR132C,YEL017C-A,0.0
YJL034W,YLL011W,0.0
YBL046W,YDL112W,0.32444003196116544
YNL104C,YPR106W,0.723948657291084
YHR051W,YMR214W,0.0
YNL199C,YPL075W,0.0
YLR190W,YPL219W,0.43797126115403273
YCR042C,YCR069W,0.2745169327392821
YJL168C,YMR174C,0.0
YIL030C,YMR092C,0.21746589311795333
YGR222W,YHR080C,0.0
YAL005C,YOL055C,0.0
YIL113W,YPL106C,0.0
YCL014W,YIL104C,0.0
YBL075C,YNL339C,0.0
YER060W,YJL106W,0.0
YHR080C,YLR353W,0.0
YIR004W,YPL222W,0.0
YGL158W,YOL125W,0.0
YJL124C,YKL020C,0.0
YER048C,YHR008C,0.2673592884602658
YDL046W,YDL229W,0.0
YBR173C,YIL034C,0.3571990263544402
YBR217W,YHR201C,0.0
YDR381W,YLR435W,0.0
YLR370C,YOR361C,0.0
YGR104C,YJL005W,0.0652547728822681
YFL014W,YGR161C,0.6453573119635806
YBR217W,YNL208W,0.0
YFR021W,YJR140C,0.0
YBR101C,YDR325W,0.0
YBR261C,YDR256C,0.0
YLL039C,YPL199C,0.0
Q0140,YHR064C,0.0
YDL025C,YOR094W,0.0
YML034W,YOL100W,0.7410891153237039
YER075C,YHR030C,0.26855371817643886
YIL161W,YJL092W,0.0
YBR021W,YHR042W,0.5279108294297539
YBR159W,YOR233W,0.0
YDR223W,YJL141C,0.7962836482737167
YDR318W,YLL033W,0.0
YGR024C,YMR242C,0.13047900521031724
YGR099W,YPL235W,0.0
YGL020C,YJL036W,0.0
YDL129W,YLL024C,0.0
YDL229W,YNL300W,0.0
YDR529C,YHR114W,0.12865150072558965
YOR351C,YPL100W,0.0
YML055W,YPL198W,0.6617943260595326
YDR263C,YHR064C,0.04444058080198767
YHL042W,YKL012W,0.0
YDR320C,YGL090W,0.025523852266553328
YCR042C,YJR103W,0.22051795170807467
YGR285C,YMR277W,0.6873536114685674
YBR016W,YKR076W,0.0
YLR466W,YOR211C,0.0
YDR025W,YMR110C,0.0
YGL215W,YPL031C,0.0
YCR091W,YDL192W,0.0
YER112W,YOR039W,0.3396600934015771
YBR070C,YER110C,0.0
YOR347C,YOR370C,0.0
YKL140W,YPL204W,0.0
YNL091W,YNL162W,0.0
YBR233W,YNL075W,0.0
YER009W,YPL031C,0.0
YAL005C,YLR240W,0.5719282969918407
YMR288W,YNL031C,0.0
YOR243C,YOR356W,0.0
YBR291C,YLL024C,0.07371112414653405
YIL068C,YOL133W,0.050152302475604246
YJL124C,YMR056C,0.29663240150379716
YCR042C,YIL106W,0.0
YHR064C,YLR411W,0.0
YKL014C,YNL153C,0.5804562341097539
YKR080W,YMR070W,0.0
YBR247C,YNL244C,0.8071108395972952
YLR075W,YOR193W,0.0
YDR037W,YHL007C,0.7520299171284368
YBL032W,YLR246W,0.012130777029850236
YDL106C,YJR123W,0.0
YIL148W,YKL209C,0.0
YGL244W,YHR009C,0.0
YFR034C,YPL122C,0.47993196788374887
YDR224C,YDR423C,0.30693250016750573
YBR109C,YGL141W,0.41984654513244324
YFL045C,YOL062C,0.5661355574016415
YDL030W,YDL239C,0.0
YMR173W,YPL126W,0.0
YKL181W,YOL128C,0.7273492475172573
YML097C,YOR089C,0.0
YBL032W,YNL328C,0.0
YLL006W,YLR372W,0.15734782733020067
YDR494W,YGL122C,0.0
YHR082C,YMR260C,0.0
YDL216C,YNL077W,0.6673767713957162
YAL051W,YGR092W,0.0
YDR480W,YHR016C,0.3406601276749774
YJL124C,YLR003C,0.13550306010186638
YBR169C,YPL162C,0.0
YML092C,YOL082W,0.7988238927642964
YKL025C,YPL169C,0.0
YGL208W,YNL330C,0.3136734064530894
YKL104C,YPR106W,0.33462627973951997
YEL017C-A,YLR080W,0.0
YAL051W,YIL036W,0.2544129908551685
YNL124W,YPR201W,0.0
YDR528W,YPL240C,0.0
YGL208W,YLR249W,0.0
YBR034C,YGR165W,0.0
YIL030C,YOR251C,0.0
YFL052W,YKL157W,0.0
YDL028C,YFR038W,0.0
YBR123C,YGL133W,0.0
YJR072C,YLR350W,0.0
YFL050C,YHR135C,0.0
YDR381W,YGR149W,0.0
YDL229W,YJR116W,0.0
YDL227C,YDR335W,0.0
YDR034C,YLR328W,0.00025372247673552823
YBR182C,YKL062W,0.0
YGR024C,YHR115C,0.13504233466624546
YER008C,YLR191W,0.0
YDL133W,YNL255C,0.0
YGR078C,YPL088W,0.0
YNR046W,YPR054W,0.0
YGL209W,YJL187C,0.0
YLR090W,YOL066C,0.0
YML034W,YPL198W,0.0
YHR082C,YML054C,0.43524024228424846
YKL114C,YLR248W,0.0
YCL063W,YPL240C,0.0
YOR037W,YPL240C,0.0
YBL032W,YLL009C,0.7952975702342163
YBR268W,YDL229W,0.0
YDR069C,YNL088W,0.0
YJL179W,YML089C,0.0
YBR114W,YHR010W,0.17961392271311216
YLR347C,YOR025W,0.0
YLR357W,YMR001C,0.12575575431575348
YCR028C-A,YDR296W,0.5294973748006611
YGR082W,YJR091C,0.0
YDR301W,YGR240C,0.0
YIL095W,YML088W,0.0
YKR046C,YMR256C,0.42617997771439425
YDL013W,YIL046W,0.4431106989027101
YCR002C,YLR180W,0.6239561044504013
YDR540C,YGL180W,0.0
YJL141C,YKL091C,0.8289855027068591
YGL162W,YGR152C,0.3360090165172228
YKL088W,YNL149C,0.0
YDL004W,YDL160C,0.0014533717009330308
YJL106W,YNL245C,0.0
YDL229W,YDR019C,0.0
YGL122C,YPL156C,0.0
YKR030W,YPL240C,0.052371544729310146
YGR271C-A,YLR259C,0.0
YJL051W,YKL130C,0.1295446141146263
YAL017W,YCL043C,0.13493501584754303
YLR016C,YLR453C,0.19918157898887281
YDL135C,YNL176C,0.0
YGL127C,YJR097W,0.1745746315490061
YMR159C,YOR098C,0.0
YER014W,YJL092W,0.12329311314370292
YER132C,YGR052W,0.0
YAL024C,YGL037C,0.0
YDL078C,YHR121W,0.0
YGL170C,YMR153W,0.0
YNL149C,YPL031C,0.0
YIL047C,YPL031C,0.0
YBL105C,YPR154W,0.09201446107651037
YDL112W,YJL034W,0.0
YER168C,YGR128C,0.6887330976004991
YKL213C,YOR116C,0.0
YLL039C,YNL054W,0.0
YKL051W,YLR305C,0.3584915673556111
YJL020C,YJR115W,0.0
YIL061C,YMR044W,0.3145799249512665
YBL032W,YDR420W,0.0
YGR209C,YOL139C,0.0
YGL127C,YMR054W,0.005946488614741351
YFL016C,YPR101W,0.0
YAL005C,YNL286W,0.0
YNL209W,YPL067C,0.0
YDR439W,YKL088W,0.0
YIL173W,YNL031C,0.0
YAR064W,YNL077W,0.0
YBR073W,YJR145C,0.0
YHR129C,YOR098C,0.0
YKL052C,YNR031C,0.15938025553852436
YML096W,YOR233W,0.0
YGL039W,YIL030C,0.0
YLL039C,YPL171C,0.6010510545331971
YDL143W,YPL216W,0.0
YDR019C,YLL024C,0.1229212023899401
YNL064C,YPL208W,0.0
YDR092W,YMR200W,0.0
YBR233W,YNL288W,0.2950081821801202
YLR096W,YML048W,0.0
YGL148W,YGR252W,0.0
YAL020C,YBR254C,0.0
YGR106C,YGR285C,0.30771712321864253
YOR223W,YPL063W,0.0
YDR476C,YNL209W,0.0
YER118C,YLL048C,0.0
YBR260C,YDL140C,0.4348058586480671
YBL032W,YCL004W,0.5738799509549406
YDL164C,YOR046C,0.0
YAL008W,YJL033W,0.0
YDR027C,YFR024C-A,0.7806739921640171
YGL252C,YOR047C,0.0
YOR232W,YPL204W,0.0
YDL106C,YNL209W,0.0
YAL005C,YDL202W,0.0
YGL122C,YHR156C,0.02399312119479643
YGR271W,YLR045C,0.35225923460010733
YGL095C,YGL203C,0.0
YHR083W,YOR293W,0.0
YGL255W,YLL039C,0.0
YLR373C,YOR368W,0.23580125507224187
YBL032W,YGR149W,0.0
YBR039W,YKR036C,0.0
YDR021W,YLR248W,0.0
YLL039C,YOR348C,0.6765796015174742
YKL224C,YLL024C,0.0
YOL018C,YPR183W,0.0
YKL116C,YML073C,0.0
YDL061C,YDR318W,0.0
YIL074C,YNL311C,0.3728436956997092
YJL034W,YMR307W,0.0
YIL046W,YNL245C,0.19477613847240677
YDR293C,YLR286C,0.5663857401598069
YBR059C,YNL277W,0.0
YOL010W,YPL259C,0.13327645856751544
YLL039C,YNL159C,0.5988020523579553
YDL229W,YGR059W,0.0
YKR065C,YKR076W,0.0
YJL187C,YNR046W,0.0
YML104C,YNL209W,0.008286329127018079
YER169W,YPL071C,0.0
YGL096W,YOR319W,0.26487514084250313
YJR025C,YPL106C,0.28650193850318123
YHR027C,YPR058W,0.0
YKL139W,YOL082W,0.0
YER125W,YGL219C,0.5518815011003246
YBR138C,YGR223C,0.7313486131578861
YKR018C,YNR029C,0.0
YJR068W,YNL014W,0.1601837949656837
YHR011W,YPR004C,0.0
YDR198C,YNL064C,0.46680635558072886
YBL032W,YER075C,0.0
YGR108W,YPL124W,0.5090613583862719
YIL021W,YML075C,0.0
YBR044C,YHR042W,0.20683487163393793
YBL032W,YPL014W,0.0
YGR201C,YPL240C,0.0
YBL002W,YJR010C-A,0.0
YDL090C,YMR192W,0.0
YCR076C,YGL137W,0.0
YDR381W,YER174C,0.0
YLR206W,YML094W,0.0
YLL032C,YNL227C,0.0
YGL122C,YLR073C,0.0
YDR258C,YPR204W,0.0
YLR423C,YOR226C,0.0
YBR005W,YLL039C,0.6571802820821754
YGL246C,YML010W,0.0853733299109802
YLR355C,YOR098C,0.5064225493558904
YJL006C,YNR033W,0.0
YDR523C,YJR078W,0.44407191119790784
YER036C,YJL136C,0.7906334330280098
YMR101C,YPL240C,0.16112687732694397
YIL095W,YJR092W,0.26009978425813396
YLR380W,YMR223W,0.31561063200818135
YBR181C,YGL017W,0.0
YER103W,YHR197W,0.0
YDR012W,YNL008C,0.0
YCL017C,YPL026C,0.18349805874157207
YHR027C,YLR341W,0.0
YFL014W,YMR102C,0.0
YEL042W,YIR038C,0.0
YNL036W,YOR303W,0.19549942441168158
YHR197W,YKR084C,0.39452381089311145
YFL039C,YJR031C,0.0
YDR445C,YLR295C,0.0
YGR067C,YPL240C,0.0
YNL255C,YPL196W,0.0
YDL229W,YMR266W,0.0
YDL227C,YDR200C,0.0
YDR247W,YJL005W,0.6614405430064269
YLR453C,YPR144C,0.07428281840190781
YGR157W,YLR332W,0.0
YDR477W,YIL044C,0.0
YBR127C,YLR088W,0.03342597401173567
YGR179C,YOR026W,0.33304824065108185
YML062C,YNL097C,0.0
YDR490C,YLR466W,0.31098284072018345
YFR009W,YHL039W,0.0
YML065W,YOR324C,0.0
YJR122W,YNL251C,0.31792333651627247
YDL229W,YIL013C,0.0
YGR116W,YML058W,0.09005464640414484
YGR027C,YPR004C,0.0
YCR042C,YLR089C,0.0
YBL007C,YOR008C,0.4752771912400242
YAL005C,YOR350C,0.36257831916478794
YFL031W,YHR079C,0.0
YDL147W,YGL200C,0.0
YIL047C,YJL164C,0.0
YJL111W,YMR275C,0.0
YIL002C,YKR019C,0.0
YFL016C,YNL156C,0.041386112909326866
YFL009W,YKL185W,0.0
YCR042C,YGR032W,0.0
YGL062W,YHR107C,0.7658180707219648
YJR091C,YLR370C,0.8109772164935242
YBR160W,YML083C,0.0
YDL107W,YNL255C,0.0
YFL016C,YKL171W,0.0
YFR037C,YOR337W,0.19219087466169227
YMR131C,YPL042C,0.5920538672058293
YBR003W,YLR310C,0.0362496704359057
YCL055W,YGL122C,0.0
YCL009C,YML065W,0.0
YDR499W,YNL026W,0.10652326725263678
YMR139W,YPR106W,0.766591042011856
YER001W,YER157W,0.762621777446348
YLL024C,YNL309W,0.04848381326350206
YFR021W,YPL258C,0.0
YBL104C,YPL204W,0.23167271710380108
YDR259C,YJL164C,0.0
YAL026C,YJL042W,0.0
YAR019C,YKL166C,0.0
YHR122W,YOR365C,0.0
YDL030W,YDR026C,0.0
YGL135W,YLR137W,0.0
YLL024C,YLR346C,0.0
YER125W,YKL124W,0.5413952571802199
YIL003W,YPL240C,0.18137381703431812
YGR233C,YML014W,0.2165837883220533
YEL018W,YOR128C,0.5158388922882354
YGR124W,YKL137W,0.17204860550609105
YEL023C,YLR249W,0.0
YIL095W,YLR015W,0.0
YML042W,YOL075C,0.0
YDR092W,YPL070W,0.336454665066517
YBR177C,YFR014C,0.21029601049204166
YFR024C-A,YIR018W,0.011586268395430973
YCL031C,YKL009W,0.6534554135527569
YGR187C,YLR424W,0.0
YDL229W,YKR045C,0.0
YAR007C,YJL165C,0.0
YGR128C,YKL205W,0.7271024443893878
YGL037C,YHR114W,0.5060173976731545
YMR192W,YPL249C-A,0.10428064973133432
YGL180W,YOR344C,0.285496552292746
YDR062W,YLL045C,0.6224028824044258
YDL129W,YDL229W,0.0
YBR160W,YLR009W,0.19835756884309755
YDR481C,YER021W,0.33225925328848793
YJR095W,YLL039C,0.6826688585759106
YBR227C,YML064C,0.0
YDR137W,YMR146C,0.1222991897770075
YEL030W,YIR014W,0.0
YJL147C,YOL147C,0.0
YFL002C,YGL064C,0.51494196023125
YIL027C,YPL070W,0.0
YGL084C,YNL058C,0.0
YAR070C,YLR200W,0.0
YDL086W,YDL229W,0.0
YDR081C,YKL104C,0.24427995535561486
YDL053C,YFR013W,0.0
YDR477W,YGR043C,0.3462792630911536
YDR171W,YER066W,0.0
YDL220C,YFL029C,0.0
YNL255C,YPR134W,0.0
YBR050C,YER133W,0.18839979999348055
YBR031W,YNL023C,0.4135451937123681
YBL032W,YGR146C,0.0
YDR520C,YLR291C,0.1933964676172577
YIR014W,YNL209W,0.0
YHR078W,YLR320W,0.0
YJL168C,YLL018C,0.10528099793995362
YDL155W,YPL190C,0.0
YNL251C,YPL222W,0.27896566704685993
YDL210W,YDL212W,0.4385570279247071
YDR207C,YML099C,0.30392152896886654
YDL181W,YGL106W,0.31349329536814763
YJL154C,YKL171W,0.0
YDR005C,YGL044C,0.07176758689350762
YGR209C,YPL020C,0.055666398901520725
YDL055C,YNL149C,0.10533860085061773
YDL030W,YOR017W,0.0
YHR111W,YIL132C,0.1211903064875673
YER088C,YMR260C,0.0
YKL150W,YKR046C,0.6300112375593472
YGL122C,YHR001W-A,0.0
YDR135C,YJR022W,0.0
YDL101C,YMR226C,0.0
YPL031C,YPL279C,0.0
YEL048C,YMR022W,0.0
YBL039C,YMR024W,0.0
YCR061W,YIL147C,0.0
YDL229W,YNR071C,0.0
YMR104C,YOR154W,0.0
YGR067C,YGR103W,0.0
YAR073W,YDL074C,0.06623534996690163
YDR232W,YLL039C,0.0
YEL013W,YIL129C,0.1701036293177475
YKL116C,YMR203W,0.027667466322228638
YER047C,YKL032C,0.18162987929072882
YHR038W,YLL026W,0.0
YHR082C,YMR102C,0.0
YKR081C,YLR185W,0.7153777182989554
YHL034C,YKR023W,0.0
YER056C-A,YKR081C,0.6818194293382294
YBR170C,YLR044C,0.0
YDR081C,YIR010W,0.0
YGR214W,YOR075W,0.0
YBR004C,YHR080C,0.0
YPL140C,YPR108W,0.14015274958850632
YHR165C,YJR072C,0.0
YBR179C,YKL116C,0.002951472201041033
YBL001C,YGL122C,0.0
YHR078W,YMR301C,0.0
YJL002C,YKR089C,0.0
YEL001C,YGR126W,0.0
YER174C,YOR046C,0.36424316529426093
YBR296C,YHR188C,0.0
YNL168C,YPL037C,0.0
YER104W,YGL122C,0.0
YCL047C,YKR022C,0.0
YIR017C,YPR086W,0.0
YAL005C,YFL027C,0.3619874010630377
YML095C,YPL072W,0.0
YLR259C,YOR356W,0.0
YJL147C,YJR068W,0.0
YLR328W,YML064C,0.17393672787274286
YJL179W,YOL049W,0.0
YDR352W,YLL024C,0.0
YDR516C,YGR232W,0.9255415239223506
YHR152W,YPL174C,0.3755626885083678
YER042W,YGL122C,0.0
YHL024W,YJL106W,0.8870885153073349
YBL064C,YNR031C,0.23302718637666692
YGL115W,YGL216W,0.4847280401854666
YGR270W,YHR020W,0.0
YBR132C,YLL039C,0.6347078353353265
YDR257C,YJL008C,0.12969441081113922
YBR034C,YOR223W,0.0
YIL098C,YPR180W,0.0
YCR028C-A,YOR357C,0.3650538562521672
YGL056C,YGL179C,0.3189340931011253
YCR030C,YNR047W,0.5751318401303638
YGR052W,YNL117W,0.27310739222227604
YGL045W,YML094W,0.0
YDR191W,YKR048C,0.20695567570160725
YMR201C,YPR135W,0.0
YHL002W,YKL204W,0.5444253016735043
YJR142W,YPL141C,0.0
YBL032W,YDL206W,0.0
YDL239C,YKL103C,0.7338811926592248
YJL178C,YLR431C,0.509925975940074
YCR028C,YOR254C,0.0
YGR003W,YIL001W,0.0
YLL024C,YNL022C,0.0
YLR078C,YMR214W,0.1681510691279369
YGR017W,YMR022W,0.0
YDR404C,YJL070C,0.0
YMR064W,YPL106C,0.0
YJL112W,YKL049C,0.20356088933317276
YBR138C,YGL122C,0.0
YKL088W,YPL030W,0.0
YER021W,YLR133W,0.0
YIL143C,YNL085W,0.06154115444186876
YDL229W,YML119W,0.0
YDL002C,YNL016W,0.16910781545599957
YGL212W,YOR117W,0.1712223025889029
YBL097W,YLL021W,0.10689997171247868
YGL073W,YOL016C,0.5731426039029596
YDR419W,YHR121W,0.0
YMR199W,YPL255W,0.7990618719212054
YHL050C,YNL255C,0.0
YJL151C,YML097C,0.0
YBR272C,YMR142C,0.0
YDR422C,YDR516C,0.0
YDL112W,YNL026W,0.0
YBL032W,YBR235W,0.0
YCL021W-A,YIR038C,0.0
YBL075C,YNL305C,0.0
YLR449W,YNL022C,0.0
YDR164C,YKL130C,0.0
YBL060W,YIR004W,0.01688115818770886
YDL219W,YLL024C,0.0
YLR233C,YNL229C,0.0
YLR068W,YNL255C,0.7970286045877518
YLR423C,YOR232W,0.0
YFR028C,YOR073W,0.053609557725225826
YBL032W,YDR499W,0.0
YJR059W,YNL166C,0.0
YBL058W,YPR168W,0.0032531763931687436
YOR098C,YOR370C,0.731978033143575
YER034W,YPL031C,0.0
YIL122W,YJL030W,0.10654363902787042
YHR158C,YJR097W,0.0
YHR064C,YLL033W,0.449285290614475
YBL032W,YOL119C,0.0
YGL158W,YLL057C,0.0
YHR014W,YPL031C,0.1407835936388341
YLR125W,YPL031C,0.0
YLR453C,YPR110C,0.040547538939822374
YLR182W,YLR265C,0.0
YBR005W,YER125W,0.02583117861046905
YBL063W,YEL003W,0.0
YBR160W,YOR008C,0.0
YJL095W,YNL133C,0.0
YDR490C,YMR047C,0.3301820553237285
YHR023W,YMR015C,0.0
YDL210W,YNL279W,0.0
YER125W,YOR236W,0.0
YER125W,YLR202C,0.0
YLL039C,YMR266W,0.0
YAL005C,YKR045C,0.0
YDR096W,YOL034W,0.0
YAR018C,YLR342W,0.0
YEL020W-A,YGL122C,0.0
YBL032W,YIL152W,0.0
YKL178C,YNL154C,0.055331171423215766
YAL005C,YPL068C,0.0
YDL056W,YNL154C,0.3382337158278167
YIL016W,YNL161W,0.0
YBR132C,YPL240C,0.47213032420527984
YAR014C,YLR048W,0.719940265105439
YBR058C,YLR340W,0.054998695430971946
YGL035C,YIL162W,0.0
YJR083C,YLL026W,0.7315362852787447
YKL050C,YLR423C,0.0
YMR167W,YOR232W,0.025552677905541565
YLR271W,YPL240C,0.0
YFL047W,YJL095W,0.5640205210965201
YBL032W,YML116W,0.0
YBR234C,YOR089C,0.07411780314307823
YGL122C,YMR185W,0.0
YBL078C,YHR082C,0.5397651207139762
YDL229W,YNL129W,0.0
YLR418C,YMR113W,0.14582165182736687
YIL002C,YJL083W,0.04564100272420185
YHR007C,YLL048C,0.35854981618595494
YIL135C,YOR351C,0.0
YKR026C,YMR269W,0.8697247801980819
YDL229W,YDR262W,0.0
YGR097W,YMR005W,0.21191914730432276
YBR029C,YCR061W,0.0
YDR191W,YOL113W,0.0
YLR082C,YOL138C,0.2498234222323885
YDL229W,YPR201W,0.0
YOR392W,YPL106C,0.0
YDL167C,YHR119W,0.46091062343093797
YGL180W,YLR098C,0.0
YJL057C,YJR070C,0.0
YGL122C,YGR110W,0.0
YJL034W,YNR050C,0.0
YHR057C,YHR064C,0.0
YER043C,YLR442C,0.06809768655896038
YDR320C,YGR148C,0.0
YBR109C,YPL019C,0.0
YDL047W,YOL127W,0.35173614209968307
YAL005C,YOR022C,0.0
YFL008W,YHL020C,0.0
YGL250W,YNL039W,0.0
YJL033W,YMR161W,0.42065194913019976
YLR304C,YMR049C,0.0
YDL229W,YPL015C,0.0
YJL084C,YKR039W,0.6889198556519462
YGL137W,YLR260W,0.0
YDL108W,YLR060W,0.3565323964569818
YHL029C,YOR211C,0.0
YIL148W,YLL060C,0.0
YMR085W,YPL106C,0.0
YER031C,YER133W,0.0
YER054C,YML088W,0.2381913422635528
YDL214C,YMR165C,0.8610482813761539
YER125W,YJR051W,0.05824785681185684
YFR004W,YHR201C,0.0
YGL229C,YMR022W,0.6414679042278808
YCR042C,YPL006W,0.31289038580380346
YBR031W,YOL061W,0.7381727189998496
YJL073W,YPL009C,0.0
YBR114W,YLR147C,0.4890813835845699
YER066W,YPL022W,0.0
YCR028C-A,YER129W,0.16052501370059144
YHR080C,YML019W,0.0
YCR089W,YGR084C,0.30185859914709884
YGR186W,YNL124W,0.0
YDR325W,YLL039C,0.0
YLR025W,YPL055C,0.07853187327255805
YDR395W,YIL052C,0.7425891981943108
YMR193W,YPR086W,0.0
YNL209W,YPR067W,0.0
YPR106W,YPR163C,0.0
YHL007C,YJL203W,0.2768498991134525
YBL023C,YPL150W,0.0
YML008C,YOR097C,0.0
YJR091C,YKR037C,0.0
YER027C,YJL187C,0.3160176943099815
YLR453C,YNL133C,0.29879241577831245
YAL021C,YMR124W,0.0
YFR002W,YLR022C,0.6331403945014966
YLL054C,YPR119W,0.0
YDL229W,YOR350C,0.0
YHR006W,YKR076W,0.5935237480780061
YDL225W,YOR259C,0.0
YMR016C,YNL026W,0.0
YBL088C,YDL029W,0.6450947062572774
YJL218W,YPL106C,0.0
YGL053W,YJL026W,0.20420657669721845
YML096W,YOR267C,0.0
YJL124C,YOR109W,0.31888603245788955
YGR244C,YOR142W,0.8165899511976279
YNL117W,YPR152C,0.0
YDL053C,YPL140C,0.30914561393284246
YBL032W,YFR012W,0.0
YFL014W,YJR042W,0.0
YHR158C,YLR453C,0.0
YDL027C,YHL007C,0.0
YDR207C,YMR042W,0.558122911642891
YGL202W,YJR049C,0.0
YBR177C,YER136W,0.38772348884066143
