PROTEIN_U,PROTEIN_V,CO_EXP
YJL098W,YLR045C,0.0
YGR054W,YGR178C,0.0
YDR099W,YNL132W,0.0
YER178W,YLR330W,0.5144949021777369
YDR171W,YHR020W,0.0
YDL140C,YGR140W,0.0
YKR060W,YKR092C,0.8676290605492561
YKR070W,YOL038W,0.0
YHL011C,YLR406C,0.8724574120227123
YLR398C,YNL175C,0.7078880941604668
YDR451C,YER083C,0.0
YBL087C,YJL065C,0.3442979631199247
YGR111W,YLR192C,0.0
YGR192C,YKR092C,0.062150311329183104
YDL182W,YER178W,0.0
YBL007C,YDR301W,0.0
YDR432W,YHR052W,0.7183152636205073
YBR049C,YDR099W,0.3030689048602873
YKL210W,YNR052C,0.0
YAL055W,YDR329C,0.4714321222374475
YLR074C,YMR214W,0.6684280932457152
YER118C,YML018C,0.0
YKL082C,YMR230W,0.7081596777748542
YMR037C,YPL001W,0.0
YDR224C,YMR125W,0.11356587288962121
YNL322C,YPL087W,0.0
YBL030C,YJR072C,0.0
YDR138W,YGL173C,0.0
YAL027W,YNL007C,0.3258490984011318
YEL002C,YPL106C,0.289679096837161
YFR009W,YLR384C,0.6759394653950346
YGR231C,YNR029C,0.0
YNL009W,YNR016C,0.5063078804721901
YHL048W,YJL214W,0.0
YBR272C,YGR192C,0.0
YCR012W,YOR151C,0.0
YML100W,YPL061W,0.42331610612116904
YBR023C,YMR207C,0.0
YIL078W,YLR421C,0.0
YDL002C,YGL195W,0.17632396435592718
YJR032W,YLR345W,0.0
YER086W,YMR246W,0.0
YPL032C,YPR180W,0.0
YBR054W,YEL002C,0.0148044276979142
YBR194W,YJL033W,0.0
YIL076W,YLR371W,0.0
YLR441C,YMR308C,0.6968676298746458
YLR309C,YPR030W,0.0
YBR278W,YGL049C,0.0
YBL040C,YOR117W,0.0
YDR135C,YPL028W,0.0
YBR112C,YMR022W,0.45635167634199686
YER151C,YJL069C,0.6442689556219892
YBR017C,YER082C,0.7263126020258264
YKL112W,YPL016W,0.45034429975598966
YPL004C,YPL085W,0.0
YLR206W,YNL298W,0.0
YER093C,YLR288C,0.0
YIL142W,YMR022W,0.17002978543272643
YMR214W,YNL206C,0.12297380444867248
YGR260W,YIL109C,0.0
YGR276C,YNR047W,0.0
YEL018W,YOL004W,0.0
YDL239C,YPR080W,0.19905714604631636
YGR285C,YPR175W,0.3902919203321754
YDR328C,YFR052W,0.47582423919152717
YLR410W,YOL123W,0.0
YJL092W,YPR162C,0.0
YPR025C,YPR181C,0.17941662395007138
YBR169C,YIL103W,0.0
YEL034W,YPR143W,0.0
YGL179C,YMR263W,0.0
YMR127C,YOR279C,0.6483876111539053
YML098W,YPL116W,0.0
YGR068C,YPR173C,0.08774742092538569
YMR012W,YOR259C,0.0
YCR092C,YKL145W,0.0
YGR245C,YLR397C,0.7303381892871317
YAL017W,YDR001C,0.35883994881249376
YDR137W,YGL210W,0.3248460085372829
YGL023C,YNL121C,0.05504559016245421
YAL023C,YEL002C,0.3891175134475654
YMR229C,YOR076C,0.0
YER171W,YGL234W,0.7015043548229968
YGR060W,YIR037W,0.5126825147237989
YPL240C,YPR043W,0.0
YMR061W,YOR056C,0.0
YIL147C,YPR088C,0.13131146959470705
YDR001C,YLR259C,0.0
YHR030C,YLR055C,0.0
YDR403W,YML051W,0.0
YGL246C,YNL112W,0.7881857527178427
YHR158C,YOR081C,0.0
YDL014W,YHR216W,0.7838146090727156
YIL026C,YLR330W,0.5676742951247393
YHR019C,YPR088C,0.5220512580923805
YGR063C,YKL211C,0.04807734117728878
YER165W,YHL015W,0.5565726442154254
YBL058W,YKL010C,0.17960046559972223
YCR020W-B,YPL129W,0.36536390363102556
YDL123W,YFL038C,0.03136931739188064
YNL177C,YOR117W,0.0
YCR087C-A,YLR449W,0.0
YML064C,YNL098C,0.6602284254067695
YJR066W,YNL023C,0.0
YER133W,YGR094W,0.0
YDL019C,YOR052C,0.6879506134814511
YGR086C,YHR121W,0.0
YLR196W,YNL004W,0.665777593563766
YHR118C,YNL055C,0.0
YBL037W,YHR080C,0.0
YDR533C,YNL107W,0.6959599456922491
YMR246W,YNL330C,0.0
YNL076W,YNL209W,0.19337806456547024
YHR082C,YOL126C,0.4781587449217719
YCR004C,YMR235C,0.04617417918174135
YDR161W,YLR132C,0.0
YJL012C,YOR316C,0.0
YGL035C,YNR047W,0.23417066619802177
YHR023W,YHR064C,0.0
YJL047C,YML023C,0.06703951350176181
YCR093W,YML124C,0.0
YMR186W,YOR290C,0.5457332637013773
YGR254W,YPL063W,0.0
YDR234W,YOR112W,0.48716346322501225
YKL157W,YLR274W,0.0
YEL061C,YJL131C,0.0
YDR006C,YOR335C,0.024498648152781508
YGL237C,YML094W,0.0
YDR443C,YML098W,0.0
YAR042W,YBR123C,0.0
YHR193C,YPL231W,0.0
YHR039C,YLR447C,0.0
YHR026W,YPL265W,0.6581371186805159
YDR062W,YOL123W,0.0
YKL081W,YLR293C,0.8614461236617197
YLR176C,YOR113W,0.0
YER023W,YPL009C,0.0
YBL075C,YBL085W,0.0
YDL156W,YEL056W,0.0
YER120W,YGR198W,0.0
YFL016C,YOR063W,0.0
YBR196C,YDR188W,0.15502276380104005
YNL212W,YOR124C,0.596223070952571
YDR099W,YHR090C,0.028983795322751364
YDR466W,YPL259C,0.0
YGL122C,YPL207W,0.35113732261086567
YDR288W,YMR275C,0.24477924390697012
YLR384C,YOR061W,0.5161708415701386
YBL032W,YNL138W,0.4169472615796474
YKL062W,YPL220W,0.0
YDL198C,YNL055C,0.0
YDR385W,YHR064C,0.0
YGR162W,YPL151C,0.0428915769936946
YIR003W,YJL106W,0.0
YBR002C,YIL147C,0.18453258244399942
YNL049C,YOR375C,0.029373068703180558
YDR363W-A,YGR155W,0.0
YIR001C,YNL118C,0.0
YBL103C,YHL020C,0.0
YIL106W,YKR037C,0.3396450453169779
YGL009C,YOR124C,0.0
YER006W,YOR117W,0.0
YDL025C,YER151C,0.0
YOR184W,YOR281C,0.5814248606275573
YDR463W,YGR123C,0.1633391975840184
YIR004W,YJL098W,0.003869146124440261
YDL084W,YKL029C,0.1988887802765033
YCR004C,YDR074W,0.8829449921836606
YDL029W,YJL130C,0.0
YDR211W,YGL071W,0.5626944037732183
YGL207W,YNL027W,0.1779787453635166
YHR082C,YHR114W,0.7825000660387155
YLR429W,YPL074W,0.0
YPL082C,YPR161C,0.20612798441810318
YGR240C,YML056C,0.26094379087300856
YKL060C,YOR341W,0.0
R0020C,YCR052W,0.0
YDR320C,YGL137W,0.0941837760350476
YGR056W,YKR076W,0.0
YGL027C,YPR078C,0.0
YER049W,YJL179W,0.31194885108109993
YKL022C,YPL032C,0.0
YHR085W,YLR448W,0.6625035081000766
YER122C,YJL026W,0.0
YHR042W,YLR259C,0.12972339571409844
YJL098W,YLR022C,0.7993753312731965
YBL076C,YPL207W,0.8362202364476673
YGL055W,YHR169W,0.0
YDR320C,YGR278W,0.0
YEL026W,YPL235W,0.7468859091884413
YDL030W,YDR206W,0.4350239233268044
YDR381W,YJR002W,0.0
YER095W,YGR254W,0.2158372092452181
YBR034C,YGL011C,0.0
YDL055C,YKL195W,0.0
YDL070W,YML127W,0.0
YML098W,YNL178W,0.2287477310882937
YJL164C,YMR273C,0.0
YGL234W,YMR145C,0.2822458814129061
YMR004W,YMR275C,0.0
YMR213W,YOR204W,0.01621991802198251
YBR009C,YML015C,0.0
YDR510W,YFL023W,0.0
YGR240C,YPL009C,0.0
YGL237C,YGR167W,0.46383713040945346
YJR041C,YPL240C,0.0
YDR306C,YPL231W,0.0
YDL005C,YNL132W,0.0
YDR120C,YLL024C,0.01846457359320087
YMR273C,YPL240C,0.0
YBR172C,YHL011C,0.7057798929466121
YMR061W,YNL049C,0.02915318206570448
YDL108W,YDR308C,0.31342481701528874
YLR215C,YMR261C,0.0
YCL059C,YGR081C,0.7543126806174185
YBR118W,YNL064C,0.0
YBR191W,YDL060W,0.7124467328367913
YLR447C,YMR246W,0.41670715411098647
YKR081C,YML069W,0.0
YDR463W,YOR057W,0.03153775232640897
YER110C,YNL246W,0.0
YBL030C,YDR214W,0.0
YGR130C,YNL084C,0.0
YOL059W,YPL028W,0.0
YFR050C,YGL202W,0.0
YJL178C,YPL274W,0.0
YBR054W,YLR378C,0.0
YER095W,YOR271C,0.0
YDL070W,YDR490C,0.6166066169600558
YGR119C,YHR064C,0.34049573555807805
YEL034W,YHR128W,0.0
YDR099W,YMR242C,0.0
YDL147W,YGR234W,0.0
YBR121C,YPL048W,0.0165568625250964
YDR502C,YEL034W,0.0
YHR183W,YMR001C,0.14638440014988618
YBR021W,YLR344W,0.7306173231173427
YDR217C,YPL022W,0.2134251365808396
YDR450W,YER154W,0.0
YDL101C,YNL116W,0.0
YGR184C,YLR433C,0.1127547286468934
YGL130W,YJL125C,0.11307539263108478
YER126C,YJL033W,0.8782409300516971
YNL132W,YPR181C,0.0
YDR472W,YIL078W,0.5450654984877531
YHR034C,YOR112W,0.0
YDL142C,YER059W,0.4604220085762218
YIR003W,YNL076W,0.0
YBL002W,YHR027C,0.0
YMR246W,YPR180W,0.5859780476178755
YLR079W,YOR042W,0.591863599232448
YIL076W,YOR151C,0.0
YGR086C,YKL145W,0.7093321897391633
YGR254W,YMR145C,0.0
YGR268C,YNL176C,0.0
YJR043C,YKL101W,0.07801122673827687
YER036C,YOL060C,0.0
YFL045C,YLR052W,0.0
YHR034C,YLR247C,0.21657324515656226
YKL112W,YNL246W,0.0
YER103W,YPL228W,0.26601418653226583
YGL093W,YKR037C,0.4019288923428692
YJR032W,YPL165C,0.0
YAR007C,YPL022W,0.0
YNL064C,YNL067W,0.5369437048739536
YHR119W,YIR004W,0.4675783178591834
YBR069C,YOL086C,0.02758249750623371
YGL195W,YOL127W,0.37967615986317316
YHL048W,YKR067W,0.089785373269096
YGL099W,YLR197W,0.8795034236836021
YHR170W,YLR347C,0.6472160856197915
YDL126C,YPL116W,0.19210719182610522
YHR135C,YPL235W,0.0
YGR157W,YIR037W,0.2851601277503888
YDL195W,YKR068C,0.0
YLR055C,YNL030W,0.0
YBR056W,YNL274C,0.0
YGL070C,YLR113W,0.407935929863147
YGR097W,YKL049C,0.0
YBR081C,YPL061W,0.0
YDR121W,YNL246W,0.0
YBL024W,YGL234W,0.7231773988876632
YJL050W,YLL003W,0.0
YGR267C,YPR184W,0.0
YBR126C,YLR438W,0.7245212989206479
YKL058W,YPL254W,0.0
YKR079C,YLR410W,0.2964198860314856
YJL203W,YNL255C,0.3398137417477183
YGR054W,YLR027C,0.0
YDL140C,YER133W,0.0
YMR214W,YPR152C,0.2532313170815533
YLR442C,YMR214W,0.3021411230753699
YDL055C,YGR254W,0.1586292358394588
YHR053C,YMR054W,0.0
YER031C,YOL133W,0.0
YBR211C,YFR041C,0.20652354822977534
YML048W,YNL238W,0.0
YNL293W,YOR188W,0.0
YHR079C,YNL138W,0.0
YHR200W,YML100W,0.4707222026975326
YML046W,YNL092W,0.0
YBR218C,YDL101C,0.0
YER125W,YHR186C,0.2195269930244745
YDL025C,YDR507C,0.0
YDR432W,YMR072W,0.0
YGL096W,YOR157C,0.632547588012231
YAL043C,YJL190C,0.0
YGL244W,YPR152C,0.08931659868721395
YDR479C,YEL036C,0.0
YNL302C,YOR361C,0.7748080878163581
YNL103W,YOL108C,0.14518647887477032
YHR118C,YPR164W,0.07222395356119223
YDR194C,YMR116C,0.17194627750976238
YMR037C,YNL077W,0.092515193153252
YDL208W,YGR016W,0.0
YPR086W,YPR133C,0.38592527284396755
YDL149W,YIL038C,0.0
YNL307C,YOR233W,0.0
YLR272C,YOR001W,0.0
YDL066W,YER131W,0.23493891460017355
YGL197W,YHR084W,0.0
YDR072C,YEL019C,0.0
YJL026W,YLR044C,0.031581816208723454
YLL034C,YLR347C,0.8017090666433108
YAR007C,YNL330C,0.28845367400250943
YKL117W,YLR276C,0.0
YGL238W,YOR197W,0.0
YDR172W,YDR314C,0.0
YHR027C,YNL250W,0.15025881371892352
YBR274W,YDR510W,0.01569641965240839
YJR072C,YOR119C,0.6824378392528393
YBL039C,YGL043W,0.7033899945123795
YGL162W,YOR375C,0.3773338860603065
YCL030C,YMR116C,0.7114638076083275
YOR057W,YPL165C,0.0
YDR001C,YER086W,0.0
YKL112W,YOL006C,0.0
YJR016C,YMR299C,0.0
YJR138W,YKL054C,0.0
YMR108W,YPL048W,0.0
YIL128W,YLL013C,0.05942713320570161
YJL008C,YOR076C,0.22551858326660087
YDR507C,YGL077C,0.12933273298427092
YER090W,YLR168C,0.0
YCR073C,YNR058W,0.0
YGL059W,YNL045W,0.0
YGL071W,YOR326W,0.8125241244688124
YJL179W,YLR006C,0.0
YBR127C,YEL063C,0.5082470435885879
YJL191W,YLR129W,0.6469030159456554
YDR483W,YHR121W,0.30244826835783395
YLR055C,YPL042C,0.30881117403735
YER035W,YGL178W,0.0
YIL063C,YMR192W,0.1708189574457106
YDR299W,YNR051C,0.7454078456086423
YBL075C,YJR007W,0.01341880705307626
YLR315W,YMR149W,0.18026511270887952
YGR038W,YIL016W,0.02080640493436894
YIL022W,YJR009C,0.0
YLR274W,YNL246W,0.0
YJL011C,YPR049C,0.0
YGL150C,YJL073W,0.14604782736531538
YDR523C,YMR314W,0.0
YDR001C,YGR161C,0.5892864064108609
YDR502C,YML057W,0.0
YLR153C,YMR165C,0.0
YBR025C,YMR120C,0.7378846802584189
YKL028W,YPL001W,0.061166718320605856
YML010W,YPR056W,0.06454405513464884
YER093C,YKL157W,0.0
YDL215C,YGR094W,0.0
YBL006C,YOL012C,0.0
YKL195W,YML075C,0.0
YGL123W,YGR054W,0.0
YKL215C,YNL004W,0.0
YMR032W,YNL026W,0.43818740495831554
YLL039C,YLR447C,0.49656668147883126
YAR002C-A,YHL015W,0.3397558101033776
YKL049C,YLR186W,0.16208370222035182
YAL011W,YBL008W,0.3214131997885082
YGL026C,YPL049C,0.38736192622090315
YBL105C,YKL129C,0.0
YBR023C,YKL004W,0.5101438910090458
YJR001W,YOL091W,0.0
YDL126C,YER022W,0.0
YJL130C,YLR424W,0.0
YGL207W,YIL078W,0.0
YFL023W,YOR347C,0.0
YGL059W,YMR102C,0.0
YBR073W,YMR167W,0.0
YGL237C,YNL153C,0.0
YDR354W,YKR009C,0.6461237559677867
YDL197C,YMR318C,0.0
YBL058W,YHR200W,0.5120992450093692
YNL183C,YOR014W,0.0
YGR264C,YLR048W,0.8137970647314049
YBR101C,YDR243C,0.0
YJL187C,YNL088W,0.6672902203934095
YJL109C,YKR059W,0.0
YBR135W,YER041W,0.2529376236562154
YLR355C,YOL098C,0.0
YHR190W,YLR144C,0.0
YAL038W,YEL032W,0.383347710883108
YDR381W,YER023W,0.3048924220638626
YGL122C,YLR433C,0.0
YDR469W,YMR055C,0.0
YDR388W,YLR330W,0.4348939352947451
YHR058C,YML098W,0.28910110625896446
YGL003C,YNL197C,0.0
YAL059W,YJL080C,0.41462275868829396
YDR466W,YJL014W,0.0
YKR048C,YPR025C,0.3963713327373246
YDR307W,YGR138C,0.0
YDR130C,YOR206W,0.0
YDL232W,YGL051W,0.05418965325648708
YMR276W,YPL028W,0.7033559164348036
YEL030W,YGL241W,0.0
YEL030W,YGL076C,0.0
YJL034W,YJR007W,0.0
YHR166C,YOR046C,0.0
YDL100C,YGL009C,0.0
YDR017C,YPL249C,0.0
YDR190C,YPL093W,0.6834904837831147
YDL025C,YOR005C,0.0
YCR034W,YHR175W,0.0
YMR043W,YMR127C,0.0
YDL013W,YDL017W,0.052334940082708004
YFR017C,YHR033W,0.0
YFR036W,YPL267W,0.0
YFL002C,YLR330W,0.0
YOR187W,YOR303W,0.0
YJL034W,YJL176C,0.09972878385854922
YCR004C,YJL026W,0.4813181415505386
YBR279W,YFR028C,0.1685044943403163
YER159C,YKL032C,0.5089098583472245
YJR092W,YKL181W,0.0
YBL075C,YGR097W,0.5476384688832753
YHR034C,YIL063C,0.25738430656001954
YCR016W,YJR091C,0.0
YIL090W,YIL104C,0.29392629197883324
YLR410W,YOR290C,0.0
YDR156W,YGL180W,0.0
YBL051C,YCR004C,0.3316261947370887
YGR054W,YOR151C,0.0
YBR084W,YPL001W,0.1283861212665537
YDL182W,YNL246W,0.0
YGL030W,YLR372W,0.5038530867479926
YBR212W,YNR014W,0.0
YGL071W,YPL128C,0.4985267135549695
YBR221C,YLL040C,0.6941845845726917
YDL131W,YJL138C,0.7205705542178694
YML124C,YOR187W,0.6753781876952427
YGR173W,YNL023C,0.7610253076418568
YDR429C,YNL330C,0.05239071982995942
YDL064W,YGL093W,0.0
YGL151W,YHL025W,0.0
YMR309C,YPL061W,0.0
YHR121W,YNL132W,0.07004339600314843
YDR320C,YOR373W,0.0
YJL168C,YMR284W,0.0
YKL054C,YOL098C,0.0
YJL179W,YLR449W,0.46060640986716256
YIL034C,YIL076W,0.16267132338615495
YHR023W,YNL298W,0.028717304879950244
YAL021C,YDL005C,0.018690691328626937
YHR216W,YJR093C,0.08787722608354695
YER043C,YKL029C,0.4260461941255853
YGL207W,YNL308C,0.0
YDL225W,YKR071C,0.14440753804507617
YHR080C,YOR165W,0.0
YNR038W,YPR016C,0.7783408707296259
YBR143C,YIL075C,0.0
YJL060W,YOL058W,0.0
YHL007C,YIR010W,0.37362041552980757
YKR026C,YNL007C,0.0
YMR128W,YPL146C,0.8379927741043894
YER059W,YIR003W,0.0
YDL140C,YGR092W,0.1836666716658984
YBR175W,YJL074C,0.0
YDL143W,YDR120C,0.533224747875671
YMR214W,YPL217C,0.7443736000823652
YBL035C,YKL180W,0.41811521606383206
YER023W,YNL136W,0.36963693294590483
YDR238C,YPL232W,0.4389975727817552
YDR379W,YPL032C,0.0
YNL102W,YPR010C,0.10757188490661271
YBR143C,YER177W,0.0
YJL088W,YLL018C,0.15072140458786265
YJR064W,YOR361C,0.4956141551917207
YDR188W,YIL090W,0.11597985254907602
YCR057C,YEL030W,0.0
YFL014W,YOL016C,0.3259694764177467
YDL052C,YGL135W,0.0
YKR027W,YNL064C,0.0
YJL190C,YLR347C,0.5742397364227794
YAL028W,YMR140W,0.8276151216394129
YDR099W,YNL178W,0.0
YJL084C,YLR422W,0.0
YKL059C,YKR067W,0.0
YDL056W,YLR410W,0.4398923346619601
YJL084C,YLR079W,0.571738115885735
YNR047W,YPL267W,0.06296660834840523
YGR204W,YOR198C,0.7051410678789917
YBR118W,YHR020W,0.0
YNL110C,YOL144W,0.938513631893279
YML010W,YPL061W,0.09100744073304882
YBL026W,YLR432W,0.632480837757546
YKR088C,YLL048C,0.0
YBR025C,YDR097C,0.0
YGL016W,YMR246W,0.0
YDR379W,YHL024W,0.5120931110098416
YMR186W,YOR004W,0.0
YOR038C,YOR341W,0.22589673907264504
YJL183W,YJR118C,0.38154364676979646
YJL033W,YOL123W,0.0
YAL043C,YER036C,0.0
YLR055C,YLR150W,0.34927180467183727
YGR123C,YLL001W,0.0
YBL032W,YKR086W,0.0
YDR320C,YJR145C,0.0
YHR117W,YKR081C,0.0
YBL037W,YBR160W,0.16075340188573978
YJL207C,YMR037C,0.0
YBR251W,YNL007C,0.0
YBL084C,YPR152C,0.26322771041821874
YIL075C,YOR361C,0.0
YBR169C,YMR109W,0.30476587223515733
YDR451C,YOR141C,0.0
YGL245W,YNL155W,0.0
YJL187C,YLR413W,0.0
YKL130C,YKL195W,0.0
YDL137W,YGR173W,0.0
YMR117C,YNL209W,0.0
YBR023C,YMR080C,0.36995221427477243
YDL213C,YGR016W,0.0
YBL047C,YNL227C,0.0
YIR012W,YNL227C,0.8597384786117281
YDL066W,YIL161W,0.0
YAL034C,YDR117C,0.0
YGR106C,YGR254W,0.2270838838843449
YDR490C,YLR144C,0.0
YHR012W,YNL093W,0.0
YGL093W,YPL260W,0.0
YER148W,YGR162W,0.5705538066823218
YGL167C,YMR215W,0.21702896188223592
YER110C,YOL054W,0.29333791959483274
YDR385W,YNL302C,0.0
YJL008C,YJR082C,0.13915601275783657
YNL067W,YPL231W,0.0
YJL026W,YPL061W,0.08742291337634793
YDR167W,YJL168C,0.41190291662369116
YML035C,YNL045W,0.0
YJR013W,YPL087W,0.10471591779615896
YFR004W,YPL063W,0.0
YGL049C,YNL288W,0.0
YER111C,YJL065C,0.0
YLR335W,YOR001W,0.28535371505837126
YBL076C,YJR009C,0.0
YGL125W,YLR257W,0.0
YCR082W,YFR014C,0.44824014001328416
YGR005C,YPL106C,0.0
YHR064C,YJR063W,0.6212873747229167
YNR030W,YOR262W,0.0
YJL060W,YJL167W,0.48460392779297123
YGL077C,YPL106C,0.2537202083965499
YAR042W,YBR068C,0.6422914909949886
YLR357W,YMR233W,0.0057026884782082655
YGR054W,YPR052C,0.0
YBL075C,YDR507C,0.0
YDL111C,YLR288C,0.0
YOR145C,YPL146C,0.8287523077694777
YMR123W,YPL264C,0.0
YIL129C,YOR326W,0.5289704258876514
YBR017C,YKL088W,0.0
YBR196C,YDR310C,0.0
YGR130C,YGR159C,0.0
YDR062W,YPL210C,0.0
YBL008W,YKL049C,0.13224415553969895
YKL193C,YLR028C,0.5030073840220107
YDR155C,YGR092W,0.17338161546614902
YDR180W,YHR168W,0.0
YJR059W,YOR233W,0.0
YDR293C,YPL127C,0.26917031750193077
YDR432W,YKL073W,0.5907479891841713
YGR095C,YGR134W,0.13631422052062092
YKR068C,YPL085W,0.0
YKL164C,YML095C,0.0
YKR067W,YMR192W,0.0
YBL047C,YNL209W,0.0
YGR148C,YMR142C,0.7949687642860923
YAL003W,YGR086C,0.0
YMR105C,YPL240C,0.7735709412491271
YMR304W,YPL023C,0.0
YDR021W,YPL090C,0.7213087766209575
YOR140W,YPL032C,0.35870925967011724
YGR118W,YPL226W,0.7458669280698125
YDR502C,YPL088W,0.0
YJR052W,YLR097C,0.00037489952892416064
YGL043W,YMR114C,0.0
YDR477W,YNL112W,0.0
YBL105C,YBR011C,0.0
YDR342C,YFR004W,0.5711415991779243
YNL197C,YOL149W,0.25882093825594815
YER165W,YFL013C,0.04366423470031253
YBL032W,YER093C,0.0
YJR091C,YLR219W,0.7936620861410352
YGR270W,YHR200W,0.7153659097760633
YGL084C,YJL196C,0.7021236577273094
YCR042C,YFL037W,0.0
YGL026C,YPR183W,0.17656120125780037
YJR016C,YOR270C,0.26940829169338887
YDL164C,YER086W,0.0
YGL066W,YHR010W,0.0
YLR096W,YLR187W,0.18282039662362004
YGL173C,YGR198W,0.0
YBR079C,YML062C,0.38838602839808334
YCL034W,YPR180W,0.356283063072997
YDR394W,YER148W,0.0
YDR214W,YLR430W,0.0
YJR043C,YNL099C,0.0
YER093C,YIL063C,0.0
YIL138C,YPR035W,0.0
YGR086C,YMR032W,0.581421460775778
YKL054C,YMR229C,0.289976153011082
YMR075W,YNL004W,0.3465005048405389
YDL236W,YLR438W,0.0
YDR068W,YMR080C,0.0
YHR118C,YNL230C,0.0
YCR008W,YNL255C,0.7988678146368126
YER147C,YLR187W,0.0
YDL095W,YGR061C,0.5928799553571851
YDL003W,YPR031W,0.0
YOL139C,YOR319W,0.2527114569793589
YHL011C,YJL122W,0.8713531352990211
YKL008C,YML072C,0.26322854811522267
YER030W,YFL023W,0.0
YHL025W,YJL127C,0.2882311036646822
YGR193C,YHR023W,0.5531779643928609
YDL047W,YDR448W,0.1627626856513944
YGL059W,YHL024W,0.7561209237908626
YHR193C,YNL016W,0.6863812410885431
YDR141C,YOR112W,0.0
YGL162W,YNL026W,0.0
YBR072W,YLR304C,0.0
YAL038W,YLR430W,0.45713333341009543
YGR252W,YJL187C,0.4384391962043793
YKR092C,YPL231W,0.0
YFR028C,YKL032C,0.254835321213208
YDL056W,YIL090W,0.0
YPL048W,YPR183W,0.0858279850900134
YDL137W,YPR088C,0.0
YER007C-A,YGR026W,0.0
YBL075C,YPL049C,0.06104621228077317
YDR054C,YHR120W,0.0
YJL081C,YOR254C,0.0
YLR048W,YOL077C,0.7673361846743295
YHR129C,YIL135C,0.11464313525549703
YIL053W,YLR196W,0.8621686808567703
YBL003C,YDR507C,0.2384315295712042
YER093C,YGR193C,0.0
YCR060W,YGR061C,0.6763212779621764
YKL010C,YLR196W,0.0
YER147C,YJL069C,0.0
YJL020C,YOR035C,0.8492599949166549
YNL330C,YNR016C,0.23822610051735324
YDL171C,YFL013C,0.1375741109459828
YJL026W,YJR017C,0.1609318673132169
YGL037C,YGR124W,0.0
YHL011C,YKL182W,0.0
YGL233W,YNR038W,0.0
YGL180W,YKL171W,0.0
YLR278C,YMR121C,0.0
YGR178C,YLR330W,0.4114408203068623
YLR025W,YPL128C,0.0
YIL090W,YKR068C,0.06730198634912488
YOL069W,YOR156C,0.0
YLR272C,YOR136W,0.6507527853797886
YEL021W,YHR023W,0.0518724658433059
YJL168C,YPR112C,0.27191546560763014
YKR039W,YNL064C,0.1769416392831405
YDR194C,YDR243C,0.0
YAR042W,YBL039C,0.0
YIL107C,YLR247C,0.5512275627272116
YEL051W,YLL039C,0.17193430084166003
YBR049C,YOR179C,0.0
YIL021W,YKR076W,0.0
YFR014C,YLR384C,0.0
YDR194C,YOL145C,0.09325981918535568
YJL179W,YOL086C,0.0
YDR477W,YLR071C,0.3569288265033722
YML043C,YOR284W,0.0
YJR053W,YOR326W,0.0
YER023W,YGL040C,0.4093997877346643
YGL123W,YPL146C,0.4759027534947057
YDR001C,YGR214W,0.0
YMR080C,YOR187W,0.0
YKL028W,YLR288C,0.0
YDR170C,YMR080C,0.0
YDR243C,YPR025C,0.0
YCR052W,YJR140C,0.05029883365128157
YFL016C,YHR052W,0.0
YDR245W,YLL023C,0.0
YDR152W,YFL023W,0.7822946239934314
YEL054C,YGL207W,0.0
YBR118W,YPR010C,0.0
YJL162C,YLR399C,0.0
YAL021C,YGL234W,0.1458024056485822
YHR064C,YPL153C,0.0
YBL003C,YOL145C,0.0
YMR176W,YMR207C,0.5218359105245758
YDR145W,YLL045C,0.0
YEL015W,YPR089W,0.0
YLR287C,YPL165C,0.0
YDR381W,YNL261W,0.0
YIL071C,YLR097C,0.3048736920307931
YGR229C,YLL018C,0.22565135065094125
YJR032W,YNL088W,0.15911769492599512
YJR109C,YPR088C,0.0
YJL130C,YOL013C,0.0
YDR385W,YLR340W,0.0
YBR238C,YJR091C,0.0
YHR200W,YML058W-A,0.0
YGR274C,YOR341W,0.3161234005471214
YBR105C,YDL042C,0.620805396186925
YJL203W,YLR132C,0.0
YGR240C,YPL218W,0.0
YDR169C,YOR230W,0.6066467125632015
YER088C,YIL101C,0.6909659561887725
YJR105W,YOR303W,0.0
YDR243C,YJR043C,0.0
YOL039W,YPL249C-A,0.8145163682924407
YBR081C,YDR457W,0.21118517116038898
YLR418C,YOL098C,0.0
YBR049C,YER053C,0.5328653781467727
YBR126C,YCR012W,0.5701832103896046
YDR483W,YLR354C,0.0
YLR150W,YOR078W,0.399119759375079
YDL215C,YHR169W,0.0
YDR334W,YJR091C,0.6441444363821903
YHR183W,YOL145C,0.0
YBL024W,YDR280W,0.6207115764769544
YHR080C,YMR047C,0.0
YGR095C,YJR022W,0.0
YCR043C,YML123C,0.0
YJL111W,YLR432W,0.16860531965296677
YDR432W,YKL060C,0.0
YDR190C,YKL073W,0.28677594029926085
YBR118W,YLR291C,0.0
YCR008W,YPR152C,0.0
YLR304C,YNL088W,0.19224049565553894
YNL209W,YPL111W,0.2896527229881484
YFL002C,YMR314W,0.0
YML016C,YNL243W,0.36649915816267586
YDL171C,YML100W,0.41734950484767075
YDL070W,YGR267C,0.0
YLR027C,YNL233W,0.5171535134362178
YNL135C,YPR145W,0.0
YEL043W,YIL063C,0.0
YLR438C-A,YNL286W,0.27823100133726497
YAL028W,YER118C,0.0
YJL050W,YNL308C,0.9079182268872419
YLR278C,YMR091C,0.0
YHL033C,YPL081W,0.6724825943954591
YDR129C,YLL018C,0.0
