PROTEIN_U,PROTEIN_V,TOPO,TOPO_L2,STRING,CO_OCCUR
YBR146W,YGL129C,0.9454,0.0,0.991,0.0869565217391304
YDR041W,YKL155C,0.9445,0.0,0.999,0.05
YDR041W,YGL129C,0.942,0.0,0.998,0.0526315789473684
YBL090W,YNL306W,0.9396,0.0,0.99295,0.117647058823529
YIL093C,YJR113C,0.9382,0.0,0.999,0.111111111111111
YDR041W,YDR337W,0.9373,0.0,0.99972343623355,0.0
YBR146W,YDR041W,0.9359,0.0,0.99983580688,0.0
YGL129C,YKL155C,0.9357,0.0,0.999182,0.0952380952380952
YDR041W,YJR101W,0.9354,0.0,0.999501,0.0769230769230769
YBR146W,YJR101W,0.935,0.0,0.996031,0.0555555555555556
YGL129C,YPL118W,0.9332,0.0,0.993421,0.125
YJR101W,YJR113C,0.9324,0.0,0.991,0.1
YBR146W,YPL118W,0.9315,0.0,0.992701,0.05
YDR337W,YKL155C,0.9286,0.0,0.999,0.12
YIL093C,YJR101W,0.928,0.0,0.999163,0.125
YBR146W,YKL155C,0.928,0.0,0.998,0.0833333333333333
YDR041W,YPL118W,0.9264,0.0,0.999234,0.0666666666666667
YJR101W,YKL155C,0.9255,0.0,0.998,0.133333333333333
YDR041W,YNL306W,0.9252,0.0,0.999394,0.0625
YGL129C,YJR101W,0.9251,0.0,0.991,0.0666666666666667
YDR175C,YIL093C,0.9244,0.0,0.99917,0.0625
YDR116C,YDR322W,0.9239,0.0,0.99755,0.2
YBL090W,YJR113C,0.9235,0.0,0.99,0.0625
YDR041W,YDR175C,0.9234,0.0,0.994726,0.1
YDR337W,YGL129C,0.9232,0.0,0.999,0.08
YDR175C,YJR113C,0.9223,0.0,0.999,0.0555555555555556
YDR322W,YLR439W,0.9217,0.0,0.99294,0.12
YDR041W,YOR158W,0.9215,0.0,0.99238,0.0555555555555556
YBR146W,YDR175C,0.9213,0.0,0.992,0.08
YDR175C,YJR101W,0.9203,0.0,0.992827,0.0588235294117647
YDR041W,YMR188C,0.92,0.0,0.999929295091648,0.0
YBR146W,YDR337W,0.92,0.0,0.999321648355,0.25
YDR175C,YDR337W,0.92,0.0,0.999742,0.0740740740740741
YDR237W,YLR439W,0.9194,0.0,0.99,0.05
YDR116C,YLR439W,0.9193,0.0,0.99,0.153846153846154
YMR188C,YNL306W,0.9183,0.0,0.99366,0.142857142857143
YDR337W,YJR101W,0.918,0.0,0.99391,0.105263157894737
YDR041W,YJR113C,0.9179,0.0,0.99985211672,0.0714285714285714
YDR237W,YDR322W,0.9174,0.0,0.999742,0.105263157894737
YKL167C,YKR006C,0.9171,0.0,0.991564,0.0
YDR175C,YKL155C,0.9164,0.0,0.999,0.0869565217391304
YDR175C,YNL306W,0.9156,0.0,0.992404,0.05
YKL155C,YPL118W,0.9154,0.0,0.998,0.0555555555555556
YDR337W,YNL306W,0.9151,0.0,0.999451,0.2
YBL090W,YDR041W,0.9144,0.0,0.994735,0.0526315789473684
YBL090W,YDR175C,0.9142,0.0,0.99434,0.0909090909090909
YBL090W,YMR188C,0.9142,0.0,0.99663,0.125
YKL155C,YOR158W,0.9138,0.0,0.998,0.157894736842105
YDR041W,YIL093C,0.9137,0.0,0.991,0.0833333333333333
YIL093C,YPL118W,0.9136,0.0,0.992,0.1
YCR046C,YNL252C,0.9135,0.0,0.998,0.0666666666666667
YGL129C,YOR158W,0.9128,0.0,0.991,0.166666666666667
YBL090W,YDR337W,0.9125,0.0,0.9943,0.173913043478261
YBR146W,YJR113C,0.9125,0.0,0.996250024,0.0526315789473684
YKL155C,YNL306W,0.9124,0.0,0.99,0.111111111111111
YDR175C,YGL129C,0.9122,0.0,0.993408,0.142857142857143
YDR116C,YDR237W,0.9116,0.0,0.998907193174,0.0952380952380952
YDR347W,YIL093C,0.9113,0.0,0.99919,0.0
YJR101W,YPL118W,0.9109,0.0,0.993466,0.0909090909090909
YDR337W,YJR113C,0.9109,0.0,0.999532259488,0.0
YJR113C,YNL306W,0.9103,0.0,0.999,0.0769230769230769
YKL155C,YMR188C,0.91,0.0,0.99,0.0769230769230769
YGL129C,YNL306W,0.9099,0.0,0.991,0.0555555555555556
YBR146W,YNR036C,0.9095,0.0,0.959514269328,0.1
YGL129C,YMR188C,0.9094,0.0,0.991,0.125
YBR146W,YIL093C,0.909,0.0,0.992,0.0588235294117647
YDR175C,YOR158W,0.9089,0.0,0.999604,0.15
YDR322W,YMR024W,0.9089,0.0,0.99809,0.09375
YDR175C,YPL118W,0.9083,0.0,0.993392,0.0526315789473684
YJR101W,YNR036C,0.908,0.0,0.874,0.0
YCR071C,YDR116C,0.9075,0.0,0.999204409,0.0869565217391304
YDR175C,YMR188C,0.9073,0.0,0.99451,0.115384615384615
YDR337W,YMR188C,0.9072,0.0,0.99601695444,0.185185185185185
YBL090W,YIL093C,0.9071,0.0,0.999,0.0714285714285714
YDR337W,YPL118W,0.907,0.0,0.995725,0.0
YDR337W,YOR158W,0.9064,0.0,0.9963,0.130434782608696
YMR188C,YPL118W,0.9063,0.0,0.995005,0.0
YDR347W,YJR101W,0.9061,0.0,0.999831268,0.0
YOR158W,YPL118W,0.9058,0.0,0.997345,0.0625
YBR146W,YOR158W,0.9054,0.0,0.991,0.0909090909090909
YMR112C,YPR168W,0.9053,0.0,0.999,0.05
YBR146W,YNL306W,0.9049,0.0,0.993208,0.1
YDR322W,YNL252C,0.9047,0.0,0.999742,0.142857142857143
YGL129C,YJR113C,0.9046,0.0,0.999,0.0625
YJR113C,YKL155C,0.9046,0.0,0.999,0.0588235294117647
YJR101W,YOR158W,0.9044,0.0,0.999469,0.153846153846154
YJR101W,YNL306W,0.9041,0.0,0.994294,0.181818181818182
YBL090W,YGL129C,0.904,0.0,0.991,0.1
YBL090W,YKL155C,0.9038,0.0,0.99,0.0952380952380952
YJR113C,YPL118W,0.9036,0.0,0.992,0.0833333333333333
YMR188C,YOR158W,0.9033,0.0,0.99656,0.130434782608696
YDR347W,YPL118W,0.9031,0.0,0.999188,0.0
YBR146W,YMR188C,0.9029,0.0,0.994051,0.153846153846154
YBL090W,YPL118W,0.9024,0.0,0.997636474,0.0588235294117647
YDR041W,YDR347W,0.9023,0.0,0.998326,0.0
YDR347W,YJR113C,0.902,0.0,0.99393,0.0
YGL129C,YIL093C,0.9013,0.0,0.992,0.0714285714285714
YJR101W,YMR188C,0.9011,0.0,0.99352,0.05
YIL093C,YKL155C,0.9009,0.0,0.998,0.0666666666666667
YPR070W,YPR168W,0.9008,0.0,0.999,0.0
YDR322W,YNL005C,0.9006,0.0,0.999666,0.12
YGL129C,YNL137C,0.9005,0.0,0.999345,0.0526315789473684
YJR113C,YNR036C,0.9005,0.0,0.999969302379904,0.0
YGL129C,YGR084C,0.9004,0.0,0.992701,0.0555555555555556
YGL129C,YNR036C,0.9003,0.0,0.847,0.0
YGL129C,YPL013C,0.9002,0.0,0.998,0.0714285714285714
YCR046C,YDR322W,0.9001,0.0,0.99834,0.0526315789473684
YDR237W,YNL005C,0.9,0.0,0.999723512,0.105263157894737
YGL129C,YGR215W,0.9,0.0,0.991,0.1875
YGL077C,YGR055W,0.8986,0.0,0.66504,0.0
YBL090W,YBR146W,0.8974,0.0,0.992,0.136363636363636
YDR337W,YIL093C,0.897,0.0,0.99258,0.0526315789473684
YDR237W,YNL252C,0.897,0.0,0.99597,0.0625
YIL093C,YMR188C,0.8966,0.0,0.99,0.0526315789473684
YNR036C,YPL118W,0.8965,0.0,0.881,0.0
YDR237W,YDR296W,0.8965,0.0,0.99866,0.0
YBL090W,YJR101W,0.896,0.0,0.995914,0.0666666666666667
YIL093C,YNR036C,0.8955,0.0,0.991,0.0
YBR146W,YNL137C,0.8951,0.0,0.999377,0.0
YDR116C,YNL252C,0.895,0.0,0.996958,0.181818181818182
YBR146W,YGR215W,0.895,0.0,0.991,0.1
YGR084C,YPL118W,0.895,0.0,0.994546,0.0714285714285714
YDR308C,YPR168W,0.8949,0.0,0.9996728,0.0588235294117647
YNL306W,YPL118W,0.8948,0.0,0.993196,0.0714285714285714
YIL093C,YOR158W,0.8946,0.0,0.999,0.0769230769230769
YDL209C,YPR101W,0.8945,0.0,0.999812,0.0526315789473684
YCR081W,YPR168W,0.8944,0.0,0.99428,0.0
YDR041W,YPL013C,0.8944,0.0,0.999774844336,0.0
YIL093C,YNL306W,0.8941,0.0,0.991,0.0909090909090909
YGL151W,YPR168W,0.8941,0.0,0.999712,0.0
YBR146W,YPL013C,0.894,0.0,0.99933383632,0.137931034482759
YDR260C,YIR025W,0.8923,0.0,0.999,0.0810810810810811
YGR084C,YJR101W,0.8922,0.0,0.994618,0.0833333333333333
YDR041W,YNL137C,0.8922,0.0,0.999248,0.0588235294117647
YDR347W,YGL129C,0.8922,0.0,0.999,0.0
YDR041W,YGR084C,0.8922,0.0,0.999195,0.0625
YDR041W,YNR036C,0.8921,0.0,0.997217088,0.0
YBR146W,YGR084C,0.8916,0.0,0.999155,0.0
YLR439W,YNL252C,0.8916,0.0,0.99,0.2
YGR084C,YNR036C,0.8912,0.0,0.966,0.0
YDR347W,YKL155C,0.8912,0.0,0.998,0.0
YCR081W,YGL151W,0.891,0.0,0.99928,0.0
YDR116C,YMR024W,0.891,0.0,0.99648,0.0882352941176471
YDR175C,YDR347W,0.8909,0.0,0.999375,0.0
YGR084C,YJR113C,0.8909,0.0,0.991,0.166666666666667
YLR439W,YMR024W,0.8902,0.0,0.99372,0.09375
YCR081W,YMR112C,0.8902,0.0,0.99,0.0833333333333333
YCR046C,YLR439W,0.8893,0.0,0.99935,0.0526315789473684
YKR085C,YNL252C,0.8892,0.0,0.99158,0.277777777777778
YNL306W,YOR158W,0.8887,0.0,0.999295,0.125
YHR148W,YLR186W,0.8886,0.0,0.999977350456,0.0
YDR041W,YGR215W,0.8882,0.0,0.992593,0.0625
YBR146W,YDR347W,0.8882,0.0,0.993133,0.0
YDR260C,YLR127C,0.8882,0.0,0.999,0.0
YGR215W,YOR158W,0.8881,0.0,0.999296,0.285714285714286
YJR113C,YMR188C,0.888,0.0,0.99681346,0.0
YLR129W,YLR186W,0.8873,0.0,0.999988157424376,0.0
YGR165W,YOR158W,0.8868,0.0,0.99358,0.0833333333333333
YGL151W,YPR070W,0.8866,0.0,0.999,0.0
YDR347W,YOR158W,0.8865,0.0,0.999153,0.0
YGR215W,YPL118W,0.8862,0.0,0.994132,0.0714285714285714
YJR113C,YOR158W,0.886,0.0,0.999,0.0666666666666667
YKL155C,YNL137C,0.8858,0.0,0.998,0.05
YCR071C,YLR439W,0.8858,0.0,0.999157,0.0952380952380952
YBR122C,YLR439W,0.8857,0.0,0.99,0.148148148148148
YLR147C,YLR275W,0.8854,0.0,0.99999346768,0.263157894736842
YDR041W,YMR158W,0.8854,0.0,0.99705538,0.0588235294117647
YCR071C,YKR085C,0.8853,0.0,0.989,0.1
YBL090W,YOR158W,0.8853,0.0,0.996589,0.105263157894737
YKL155C,YPL013C,0.8852,0.0,0.998,0.107142857142857
YGR084C,YIL093C,0.8852,0.0,0.992791,0.0909090909090909
YER029C,YPL213W,0.8849,0.0,0.999,0.0943396226415094
YDR237W,YMR024W,0.8847,0.0,0.99575,0.0
YGL025C,YMR112C,0.8847,0.0,0.99,0.0645161290322581
YPL013C,YPL118W,0.8844,0.0,0.99846,0.0
YDR260C,YFR036W,0.8842,0.0,0.999,0.0819672131147541
YDR337W,YDR347W,0.8842,0.0,0.992146,0.0
YGL151W,YMR112C,0.8841,0.0,0.998,0.0
YDR347W,YMR188C,0.8839,0.0,0.99,0.0
YGL151W,YNL236W,0.8838,0.0,0.999665,0.0882352941176471
YCR081W,YDR443C,0.8838,0.0,0.999774,0.0625
YCR071C,YKR006C,0.8834,0.0,0.991288,0.111111111111111
YGR084C,YMR158W,0.8833,0.0,0.99452,0.0625
YDR260C,YGL240W,0.8832,0.0,0.999,0.078125
YHR058C,YPR070W,0.8831,0.0,0.999,0.0833333333333333
YLR439W,YNL005C,0.8829,0.0,0.99,0.0
YBL090W,YDR347W,0.8827,0.0,0.99,0.0
YKL155C,YNR036C,0.8826,0.0,0.846,0.0
YBR122C,YDR322W,0.8821,0.0,0.99554,0.24
YMR158W,YOR158W,0.8819,0.0,0.99609,0.1875
YGR084C,YKL155C,0.8818,0.0,0.99,0.0526315789473684
YKL167C,YKR085C,0.8816,0.0,0.989,0.0869565217391304
YNR036C,YOR158W,0.8815,0.0,0.848,0.0
YHR058C,YMR112C,0.8814,0.0,0.99,0.151515151515152
YGR215W,YKL155C,0.8811,0.0,0.999,0.176470588235294
YNL137C,YPL118W,0.8809,0.0,0.999621,0.0666666666666667
YBR167C,YBR257W,0.8809,0.0,0.99986155,0.111111111111111
YER172C,YKL173W,0.8806,0.0,0.99978141826,0.243243243243243
YGL025C,YPR168W,0.8804,0.0,0.999428,0.0
YMR213W,YPR101W,0.8804,0.0,0.999934,0.117647058823529
YCR081W,YHR058C,0.8802,0.0,0.991,0.111111111111111
YBR257W,YIR015W,0.88,0.0,0.999937,0.15
YNL137C,YPL013C,0.8797,0.0,0.997,0.0
YCR071C,YDR322W,0.8792,0.0,0.998167,0.0
YKR006C,YKR085C,0.8792,0.0,0.991068,0.2
YDR337W,YNL137C,0.8788,0.0,0.999366,0.0
YJL063C,YKR085C,0.8784,0.0,0.997346368,0.0952380952380952
YAL033W,YBL018C,0.8784,0.0,0.999932,0.107142857142857
YHR058C,YPR168W,0.8781,0.0,0.999795478,0.0
YMR112C,YPR070W,0.8777,0.0,0.998,0.0779220779220779
YDR337W,YGR215W,0.8777,0.0,0.99,0.142857142857143
YCR046C,YDR116C,0.8776,0.0,0.999689,0.0
YGL151W,YHR058C,0.8771,0.0,0.999,0.0
YBR257W,YLR145W,0.877,0.0,0.99694,0.0769230769230769
YBR122C,YCR071C,0.8769,0.0,0.989,0.0
YBR193C,YMR112C,0.8768,0.0,0.999,0.106382978723404
YDR337W,YPL013C,0.8767,0.0,0.999698233734144,0.166666666666667
YDR116C,YNL005C,0.8764,0.0,0.998295057288,0.0714285714285714
YDR175C,YGR165W,0.8764,0.0,0.999477,0.115384615384615
YCR046C,YKR085C,0.8762,0.0,0.998,0.0555555555555556
YDR347W,YGR084C,0.876,0.0,0.99,0.0
YCR046C,YDR237W,0.8759,0.0,0.998376,0.0833333333333333
YBR122C,YNL252C,0.8759,0.0,0.995635,0.125
YDR308C,YGL025C,0.8751,0.0,0.999418,0.0
YGR084C,YMR188C,0.8747,0.0,0.997882,0.0
YKL155C,YMR158W,0.8744,0.0,0.99,0.105263157894737
YDR337W,YGR084C,0.8744,0.0,0.99265,0.0
YBR122C,YDR237W,0.8744,0.0,0.99349,0.0909090909090909
YGR165W,YPL013C,0.8742,0.0,0.999378,0.09375
YFR036W,YLR127C,0.874,0.0,0.999,0.076271186440678
YER172C,YHR165C,0.8739,0.0,0.999970790848,0.137254901960784
YGL129C,YMR158W,0.8735,0.0,0.991,0.176470588235294
YJR101W,YNL137C,0.8733,0.0,0.994735,0.0769230769230769
YMR112C,YNR010W,0.873,0.0,0.999,0.0857142857142857
YBR167C,YIR015W,0.8729,0.0,0.960595,0.107142857142857
YHR059W,YIL093C,0.8729,0.0,0.0,0.0
YGR215W,YJR101W,0.8728,0.0,0.993457,0.181818181818182
YBR146W,YBR251W,0.8724,0.0,0.999460649408,0.208333333333333
YMR158W,YNR036C,0.8722,0.0,0.899838,0.0
YHR058C,YNR010W,0.8722,0.0,0.999506,0.0
YCR071C,YNL252C,0.8721,0.0,0.991,0.117647058823529
YDL209C,YMR213W,0.872,0.0,0.99994456,0.0
YJR101W,YPL013C,0.8718,0.0,0.998,0.0909090909090909
YCR081W,YPR070W,0.8718,0.0,0.998,0.0714285714285714
YBR251W,YGL129C,0.8717,0.0,0.999,0.0833333333333333
YDR337W,YMR158W,0.8716,0.0,0.99529,0.0869565217391304
YGR215W,YNR036C,0.8716,0.0,0.981,0.0
YMR188C,YPL013C,0.8715,0.0,0.9607394222,0.129032258064516
YDR337W,YGR165W,0.871,0.0,0.999293,0.103448275862069
YBR122C,YDR116C,0.8707,0.0,0.99656,0.222222222222222
YDR347W,YNL306W,0.8707,0.0,0.99158,0.0
YNL236W,YPR070W,0.8706,0.0,0.998,0.0
YMR158W,YPL118W,0.8705,0.0,0.993925,0.0666666666666667
YDR175C,YNR036C,0.8705,0.0,0.983,0.0
YDR260C,YOR249C,0.8704,0.0,0.999,0.0697674418604651
YCR081W,YDR308C,0.8703,0.0,0.999801,0.0652173913043478
YBL041W,YER094C,0.8702,0.0,0.999993090882997,0.15625
YBL038W,YKR085C,0.8702,0.0,0.999,0.153846153846154
YDR041W,YGR165W,0.8698,0.0,0.993646,0.0869565217391304
YHR165C,YKL173W,0.8698,0.0,0.999990137088172,0.11340206185567
YIR015W,YLR145W,0.8696,0.0,0.787,0.117647058823529
YHR059W,YJR113C,0.8694,0.0,0.0,0.0
YDR175C,YNL137C,0.8693,0.0,0.999413,0.0
YCR071C,YKL167C,0.8693,0.0,0.989,0.05
YDR347W,YNR036C,0.8692,0.0,0.8935,0.0
YMR024W,YNL252C,0.8692,0.0,0.996049,0.107142857142857
YBL090W,YGR084C,0.8691,0.0,0.99348,0.0555555555555556
YDR296W,YLR439W,0.8691,0.0,0.998524,0.0
YPL151C,YPR101W,0.869,0.0,0.999812,0.0833333333333333
YBR193C,YHR058C,0.869,0.0,0.999,0.153846153846154
YCR071C,YDR237W,0.8689,0.0,0.99235,0.0666666666666667
YDR337W,YNR036C,0.8688,0.0,0.95817753568,0.129032258064516
YNR010W,YPR168W,0.8687,0.0,0.999712,0.0
YNL236W,YPR168W,0.8686,0.0,0.999505,0.0
YMR158W,YPL013C,0.8684,0.0,0.999689,0.12
YBR251W,YPL118W,0.8683,0.0,0.999226,0.0
YBR251W,YDR041W,0.8676,0.0,0.999884584912485,0.0
YMR193W,YNL252C,0.8672,0.0,0.999424,0.210526315789474
YIR025W,YLR127C,0.8668,0.0,0.999,0.0520833333333333
YMR188C,YNR036C,0.8667,0.0,0.999494506,0.129032258064516
YDR296W,YNL005C,0.8665,0.0,0.998,0.0
YCR071C,YMR024W,0.8664,0.0,0.999206,0.0
YGR034W,YMR194W,0.8663,0.0,0.99907768,0.0
YDR175C,YPL013C,0.8662,0.0,0.998,0.103448275862069
YNL137C,YOR158W,0.8662,0.0,0.999653,0.0555555555555556
YML049C,YMR288W,0.8658,0.0,0.999826915244,0.125
YDR308C,YMR112C,0.8657,0.0,0.99,0.125
YDR322W,YKR085C,0.8657,0.0,0.99,0.173913043478261
YGR165W,YKL155C,0.8656,0.0,0.991,0.0
YHR148W,YLR129W,0.8654,0.0,0.999944578816,0.0
YNL306W,YPL013C,0.8653,0.0,0.998,0.125
YDR116C,YML025C,0.8653,0.0,0.999235266816,0.0
YBR193C,YNR010W,0.8653,0.0,0.999,0.0909090909090909
YGL025C,YHR058C,0.8653,0.0,0.999,0.0512820512820513
YHR148W,YIL019W,0.8652,0.0,0.996841,0.0
YHR059W,YNR036C,0.8644,0.0,0.0,0.0
YDR175C,YGR215W,0.8643,0.0,0.991,0.166666666666667
YNL005C,YNL252C,0.8639,0.0,0.999609,0.0
YBR251W,YDR175C,0.8639,0.0,0.999314,0.12
YFR036W,YIR025W,0.8639,0.0,0.999,0.0
YBR146W,YMR158W,0.8636,0.0,0.991639,0.0952380952380952
YDR175C,YHR059W,0.8635,0.0,0.0,0.0
YKL167C,YLR439W,0.8635,0.0,0.99,0.0
YGL129C,YGR165W,0.8634,0.0,0.999344,0.08
YBR251W,YKL155C,0.8634,0.0,0.999,0.08
YGL240W,YIR025W,0.863,0.0,0.999527,0.0563380281690141
YBL090W,YNR036C,0.8629,0.0,0.88,0.0714285714285714
YCR046C,YMR024W,0.8628,0.0,0.997,0.0
YJR113C,YMR158W,0.8628,0.0,0.992395,0.0714285714285714
YBR251W,YMR188C,0.8626,0.0,0.99698567,0.148148148148148
YLR439W,YML025C,0.8625,0.0,0.998382,0.05
YMR158W,YMR188C,0.8625,0.0,0.999430248,0.136363636363636
YDR308C,YPR070W,0.8623,0.0,0.999,0.0666666666666667
YGL240W,YLR127C,0.8623,0.0,0.999,0.092436974789916
YDR118W,YDR260C,0.8622,0.0,0.999,0.108695652173913
YDR443C,YGL151W,0.862,0.0,0.998966,0.0
YLL036C,YPL213W,0.862,0.0,0.999,0.0
YDR296W,YDR322W,0.8616,0.0,0.999264,0.0
YBR167C,YLR145W,0.8616,0.0,0.962299,0.0909090909090909
YJR101W,YMR158W,0.8616,0.0,0.997894,0.0769230769230769
YDR175C,YGR084C,0.8616,0.0,0.992413,0.05
YGR084C,YOR158W,0.8607,0.0,0.998828,0.0588235294117647
YGR084C,YPL013C,0.8606,0.0,0.998,0.0
YKR006C,YLR312W-A,0.8604,0.0,0.994336,0.25
YMR213W,YPL151C,0.8603,0.0,0.999960598918,0.157894736842105
YCR081W,YNL236W,0.8603,0.0,0.999444,0.117647058823529
YBR122C,YCR046C,0.8603,0.0,0.998,0.0
YBR122C,YKR085C,0.86,0.0,0.99076,0.111111111111111
YMR188C,YNL137C,0.86,0.0,0.99378,0.0
YDR443C,YPR168W,0.8599,0.0,0.99423,0.0
YNL306W,YNR036C,0.8598,0.0,0.906466,0.125
YER094C,YFR050C,0.8593,0.0,0.999996714482605,0.131578947368421
YGR165W,YMR158W,0.8591,0.0,0.998860185,0.0869565217391304
YMR024W,YNL005C,0.859,0.0,0.99606,0.0
YGR165W,YPL118W,0.8588,0.0,0.999349,0.0
YDR322W,YML025C,0.8587,0.0,0.998346,0.05
YNR036C,YPL013C,0.8585,0.0,0.98756830912,0.117647058823529
YDR471W,YGR085C,0.8585,0.0,0.99732382,0.0
YGR215W,YJR113C,0.8583,0.0,0.991,0.0769230769230769
YKR085C,YLR439W,0.8583,0.0,0.99,0.173913043478261
YNR010W,YPR070W,0.8583,0.0,0.999,0.0581395348837209
YGR084C,YNL306W,0.8582,0.0,0.992449,0.0666666666666667
YOR158W,YPL013C,0.8579,0.0,0.998,0.115384615384615
YBL090W,YMR158W,0.8579,0.0,0.99742,0.111111111111111
YNL137C,YNL306W,0.8578,0.0,0.995086,0.0625
YDR116C,YDR296W,0.8577,0.0,0.998,0.148148148148148
YCR081W,YGL025C,0.8576,0.0,0.998254,0.0784313725490196
YDR308C,YHR058C,0.8573,0.0,0.999849185,0.206896551724138
YGL025C,YNR010W,0.8571,0.0,0.999,0.0
YBR193C,YPR168W,0.857,0.0,0.999155,0.0
YBR122C,YDR462W,0.8569,0.0,0.989,0.0909090909090909
YMR158W,YNL137C,0.8568,0.0,0.99414,0.0588235294117647
YBL090W,YNL137C,0.8568,0.0,0.9964,0.111111111111111
YDR443C,YMR112C,0.8566,0.0,0.991,0.0
YGR215W,YNL306W,0.8564,0.0,0.992485,0.142857142857143
YHR058C,YNL236W,0.8563,0.0,0.991,0.075
YBR146W,YGR165W,0.856,0.0,0.993472,0.111111111111111
YIR025W,YOR249C,0.8559,0.0,0.999,0.0833333333333333
YFR036W,YGL240W,0.8558,0.0,0.999,0.174418604651163
YLR117C,YMR213W,0.8558,0.0,0.999978260464,0.12
YDR118W,YLR127C,0.8557,0.0,0.999483,0.131313131313131
YCR046C,YCR071C,0.8557,0.0,0.999673,0.0714285714285714
YGR215W,YMR188C,0.8554,0.0,0.999343,0.142857142857143
YBR122C,YKL167C,0.8553,0.0,0.993829,0.0740740740740741
YJR113C,YNL137C,0.8551,0.0,0.991,0.0714285714285714
YDR308C,YGL151W,0.8547,0.0,0.999,0.0
YJR113C,YPL013C,0.8544,0.0,0.99953493148,0.0
YBR167C,YNL221C,0.8544,0.0,0.999787,0.0853658536585366
YGR165W,YNL137C,0.8542,0.0,0.999633,0.0
YKR085C,YMR024W,0.8542,0.0,0.99,0.133333333333333
YDR237W,YKR085C,0.8538,0.0,0.99211,0.0526315789473684
YKR006C,YML025C,0.8538,0.0,0.999,0.0588235294117647
YBL038W,YNL252C,0.8538,0.0,0.99451,0.173913043478261
YDL136W,YGR034W,0.8537,0.0,0.99978771034,0.105263157894737
YIL093C,YPL013C,0.8536,0.0,0.998,0.0
YDR175C,YMR158W,0.8535,0.0,0.992494,0.157894736842105
YBL038W,YDR237W,0.8534,0.0,0.9999365980114,0.0909090909090909
YIL093C,YMR158W,0.8533,0.0,0.991,0.0833333333333333
YMR158W,YNL306W,0.8531,0.0,0.993295,0.0625
YCR046C,YNL005C,0.8529,0.0,0.998,0.0526315789473684
YBR257W,YNL221C,0.8529,0.0,0.999962,0.10958904109589
YBL090W,YGR215W,0.8526,0.0,0.995734,0.117647058823529
YER094C,YJL001W,0.8525,0.0,0.999986990070349,0.210526315789474
YDR116C,YMR193W,0.8525,0.0,0.99603,0.208333333333333
YDR462W,YKR085C,0.8524,0.0,0.989,0.142857142857143
YDR116C,YKR085C,0.8523,0.0,0.99203,0.16
YGR165W,YJR101W,0.8523,0.0,0.995869,0.05
YBR251W,YJR101W,0.8521,0.0,0.999343,0.0526315789473684
YDR237W,YML025C,0.852,0.0,0.999572877584,0.0769230769230769
YHR059W,YPL118W,0.8519,0.0,0.0,0.0
YDR473C,YGR091W,0.8519,0.0,0.999339,0.114754098360656
YIL093C,YNL137C,0.8519,0.0,0.991,0.0833333333333333
YDR378C,YNL147W,0.8518,0.0,0.999997866946,0.27536231884058
YGR215W,YIL093C,0.8518,0.0,0.991,0.0909090909090909
YBL090W,YPL013C,0.8517,0.0,0.998,0.0714285714285714
YGR215W,YNL137C,0.8512,0.0,0.992854,0.0625
YKL167C,YML025C,0.8512,0.0,0.999,0.0555555555555556
YBR122C,YNL005C,0.851,0.0,0.995716,0.107142857142857
YGR055W,YKL051W,0.8508,0.0,0.0,0.0
YDR118W,YFR036W,0.8508,0.0,0.999,0.136986301369863
YGR165W,YMR188C,0.8506,0.0,0.99772037,0.142857142857143
YGR165W,YNL306W,0.8505,0.0,0.993502,0.0909090909090909
YGR034W,YJL177W,0.8504,0.0,0.99999667968256,0.111111111111111
YBR251W,YDR337W,0.8503,0.0,0.99967013911504,0.148148148148148
YGR084C,YGR215W,0.8501,0.0,0.99454,0.0666666666666667
YDR407C,YML077W,0.8495,0.0,0.999,0.206896551724138
YDR116C,YKR006C,0.8494,0.0,0.99562,0.173913043478261
YDR237W,YKL167C,0.8494,0.0,0.99198,0.117647058823529
YBR193C,YGL151W,0.8493,0.0,0.999,0.0
YDL008W,YDR260C,0.849,0.0,0.999,0.0615384615384615
YBR146W,YHR059W,0.8489,0.0,0.0,0.0
YCR046C,YMR193W,0.8489,0.0,0.998,0.0555555555555556
YDR347W,YNL137C,0.8488,0.0,0.999,0.0
YKR085C,YLR312W-A,0.8487,0.0,0.993688,0.227272727272727
YAL033W,YBR257W,0.8486,0.0,0.999937,0.15625
YMR112C,YNL236W,0.8483,0.0,0.992,0.0
YGR084C,YNL137C,0.848,0.0,0.99859,0.0625
YNL137C,YNR036C,0.8479,0.0,0.571,0.0
YHR059W,YJR101W,0.8476,0.0,0.0,0.0
YBL038W,YCR071C,0.8475,0.0,0.991585,0.130434782608696
YBR193C,YGL025C,0.8474,0.0,0.999,0.0
YGR074W,YLR275W,0.8471,0.0,0.9999988349152,0.25
YAL033W,YBR167C,0.8469,0.0,0.999787,0.285714285714286
YDR347W,YMR158W,0.8469,0.0,0.99164,0.0
YDR260C,YLR102C,0.8469,0.0,0.999,0.133333333333333
YKR006C,YLR439W,0.8469,0.0,0.99845,0.19047619047619
YGL025C,YPR070W,0.8469,0.0,0.999,0.0
YDL030W,YML049C,0.8468,0.0,0.999461,0.166666666666667
YBL041W,YJL001W,0.8468,0.0,0.999968010230794,0.205882352941176
YBR251W,YNL306W,0.8468,0.0,0.999165,0.0952380952380952
YCR081W,YPL042C,0.8465,0.0,0.999773,0.0
