PROTEIN_U,PROTEIN_V,PUBMED
YBL075C,YBR084W,19536198
YGR104C,YMR186W,19536198
YBR095C,YKL049C,21070971
YOR046C,YPL169C,17922018
YGR192C,YGR270W,19106085
YAL005C,YOR009W,19536198
YAL005C,YMR232W,19536198
YDR385W,YGR187C,14759368
YDR385W,YGR187C,16554755
YDR385W,YGR187C,16429126
YJL164C,YNR013C,16319894
YBL085W,YOL135C,19841731
YJR084W,YJR084W,12446563
YBR135W,YGR108W,10688190
YDR318W,YDR318W,10323865
YFL061W,YPL106C,19536198
YLL024C,YNL009W,19536198
YJR084W,YJR084W,12672462
YDL153C,YOR267C,16319894
YBR135W,YGR108W,20489023
YBR135W,YGR108W,11283351
YKL088W,YML016C,18467557
YKL088W,YML016C,20489023
YKL088W,YML016C,16429126
YCR053W,YDL229W,19536198
YDL229W,YKL088W,19536198
YDL229W,YGR159C,19536198
YHR083W,YOR210W,14690591
YGR054W,YPL106C,19536198
YJL031C,YPR176C,11805826
YDR129C,YNL138W,18467557
YDR334W,YJR064W,19536198
YNL194C,YPR079W,16093310
YBR169C,YJL050W,19536198
YIL096C,YJL014W,19536198
YHR041C,YML007W,16429126
YAL034W,YJR112W,16554755
YGR013W,YPR182W,16554755
YGR013W,YPR182W,11805826
YAL034W,YJR112W,21075115
YLR274W,YOR153W,16429126
YAL034W,YJR112W,14581449
YAL034W,YJR112W,14565975
YDR393W,YDR393W,12591915
YAL034W,YJR112W,20723757
YAL034W,YJR112W,18719252
YAL034W,YJR112W,20819936
YAL034W,YJR112W,14633972
YIL038C,YIR010W,21107429
YDL229W,YDR023W,19536198
YJL031C,YPR176C,16429126
YJL031C,YPR176C,18719252
YJL031C,YPR176C,8756702
YBL035C,YNR051C,20508643
YCR093W,YIR010W,21107429
YIL048W,YNL153C,19536198
YEL002C,YGR284C,16093310
YML023C,YOR156C,14690591
YGR252W,YPL181W,21536737
YGR252W,YPL181W,12086626
YLR310C,YNL307C,20489023
YPL098C,YPL106C,19536198
YDL229W,YPL216W,19536198
YFL002C,YGR128C,21825077
YOL070C,YPL031C,16319894
YFR037C,YOR207C,16429126
YDR206W,YMR080C,17984081
YJL179W,YOR155C,19536198
YKL189W,YLR423C,18719252
YGL197W,YHL002W,19841731
YDR214W,YPR010C,16429126
YDL095W,YGR266W,16554755
YDL229W,YER047C,19536198
YAL005C,YDR425W,19536198
YDR240C,YPL178W,11805826
YDR240C,YPL178W,16429126
YDR240C,YPL178W,21558325
YCR003W,YER017C,16239145
YDL229W,YOR241W,19536198
YCR087C,YDL060W,16554755
YFL008W,YGR130C,11087867
YGR205W,YJL034W,16429126
YLR340W,YPR016C,11805837
YBL099W,YHR027C,18757749
YNL154C,YPL181W,16319894
YHL007C,YJL014W,19536198
YDL229W,YKL210W,19536198
YDL060W,YOR096W,16429126
YIL132C,YLR376C,15654096
YIL132C,YLR376C,10688190
YIL132C,YLR376C,18719252
YIL132C,YLR376C,11283351
YKL168C,YMR196W,21460040
YLL026W,YLR321C,19536198
YCR057C,YNR043W,16429126
YDL229W,YDR076W,19536198
YGR204W,YLL024C,19536198
YCR057C,YNR043W,11805826
YBL003C,YDR190C,15610740
YBL003C,YNL002C,19106085
YLR033W,YPR034W,14759368
YLR033W,YPR034W,16554755
YLR033W,YPR034W,16429126
YLR033W,YPR034W,14729968
YBR194W,YGR282C,21386897
YDR267C,YHR152W,10564265
YGR078C,YJL179W,19536198
YGR078C,YJL179W,16554755
YBL102W,YGR068C,10688190
YDR080W,YNL238W,10559961
YDR319C,YLR452C,11940600
YER036C,YPL106C,19536198
YBR275C,YER114C,19841731
YMR022W,YNL307C,14690591
YDR169C,YOL004W,9393435
YLL024C,YMR116C,19536198
YGR078C,YOR080W,19536198
YAR003W,YPL138C,16554755
YAR003W,YPL138C,16429126
YAR003W,YPL138C,16921172
YAR003W,YPL138C,11805826
YAR003W,YPL138C,11742990
YGR113W,YJL036W,15263065
YDR086C,YMR149W,15831493
YDR086C,YMR149W,12860997
YEL030W,YOR157C,19536198
YLR032W,YPL240C,19536198
YKL154W,YPL076W,16093310
YLL039C,YPL256C,15200949
YBR160W,YJL013C,17634282
YNL232W,YOL021C,14759368
YNL232W,YOL021C,16554755
YNL232W,YOL021C,18314965
YNL232W,YOL021C,16429126
YLR231C,YPL203W,16319894
YPL240C,YPR083W,19536198
YNL232W,YOL021C,17173052
YER048C,YGL048C,19536198
YMR214W,YOL017W,19536198
YBL002W,YOL108C,11805837
YER112W,YMR288W,16429126
YHR207C,YJL164C,16319894
YDL229W,YLR177W,19536198
YER047C,YER095W,10688190
YHR064C,YLR422W,19536198
YOR007C,YOR007C,18719252
YBR238C,YKL104C,11805826
YER173W,YNL064C,19536198
YGR278W,YHR165C,11805826
YBR025C,YBR198C,11805837
YGR278W,YHR165C,16429126
YNL232W,YOL021C,12972615
YKL002W,YKL002W,18467557
YNL232W,YOL021C,11805826
YDR176W,YDR208W,16554755
YPL085W,YPL218W,12235121
YDR432W,YGL207W,18077427
YNL232W,YOL021C,16829593
YDR190C,YOR310C,21558325
YBL105C,YOL100W,10567559
YJL162C,YOR089C,19536198
YBR207W,YPL203W,21460040
YDR247W,YGR097W,20489023
YPR154W,YPR154W,19345193
YER089C,YPL031C,16319894
YGL135W,YKR063C,22083961
YLL024C,YNL085W,19536198
YBL101C,YNL225C,18719252
YDR480W,YHR016C,19841731
YER008C,YFL005W,9491896
YER006W,YER110C,21482668
YMR022W,YNL153C,19536198
YAL029C,YDL229W,19536198
YGL003C,YPR120C,11566880
YDR507C,YLL026W,19536198
YKL196C,YLR440C,16429126
YKL196C,YLR440C,21550981
YDR190C,YLR399C,20332092
YAL005C,YIL156W,19536198
YER036C,YNL302C,16260602
YDR225W,YDR436W,22199229
YDL229W,YEL008W,19536198
YNL110C,YPR169W,16554755
YNL110C,YPR169W,17922018
YFL037W,YGR252W,21734642
YFL037W,YGR252W,14660704
YER048C,YMR201C,19536198
YCR008W,YGL134W,16319894
YFL014W,YGL143C,19536198
YGL009C,YGL091C,17401378
YDR225W,YJL011C,22199229
YER023W,YPL169C,11283351
YJL162C,YOR100C,19536198
YDL229W,YML067C,19536198
YNL186W,YPL240C,19536198
YNL186W,YPL240C,15766533
YPL093W,YPR102C,16429126
YJL179W,YOR108W,19536198
YIL095W,YNL007C,19536198
YDR497C,YER145C,18467557
YDR171W,YHR012W,19536198
YHR039C,YMR264W,16554755
YER062C,YML058W,11805837
YOR049C,YOR127W,16554755
YGL158W,YML042W,16319894
YDL181W,YGR089W,11087867
YDR337W,YKL155C,16554755
YDL076C,YDL229W,19536198
YFR024C,YPL031C,16319894
YAL005C,YML095C,19536198
YGL172W,YKL057C,12543930
YGL172W,YKL057C,11387327
YBR219C,YDL229W,19536198
YHR064C,YPL083C,19536198
YBR143C,YMR012W,11805826
YFL009W,YJL014W,19536198
YNL124W,YPR121W,14690591
YJL075C,YNL157W,10688190
YKL020C,YOR124C,15933713
YDR337W,YKL155C,11278769
YDR247W,YJL076W,20489023
YOR057W,YOR057W,19398558
YGR264C,YNL227C,19536198
YBL075C,YJL177W,19536198
YER086W,YMR308C,18719252
YBR252W,YOL061W,21460040
YER007C,YFR004W,20170199
YMR112C,YOL133W,14690591
YBL103C,YMR227C,12052880
YOR057W,YOR057W,17877371
YLL024C,YMR048W,19536198
YFR037C,YNR003C,16429126
YGR252W,YJL034W,21734642
YFL003C,YGR099W,18467557
YDR224C,YDR510W,19805358
YDL229W,YLR398C,19536198
YDR480W,YHR039C,10688190
YDL014W,YGR162W,14759368
YGL246C,YPL031C,16319894
YDR385W,YLL039C,15699485
YJL092W,YOR194C,15964827
YHR200W,YKL081W,18757749
YMR022W,YPL051W,14690591
YBR034C,YGL240W,17634282
YJR022W,YLL036C,11804584
YIL035C,YKR010C,20489023
YBR081C,YPR079W,21734642
YGR078C,YLR383W,19536198
YDL147W,YDL147W,21289098
YHR122W,YLR097C,14690591
YDL013W,YPL018W,17634282
YLR454W,YMR065W,11087867
YDR200C,YPL106C,19536198
YHR099W,YOL051W,20308326
YDR443C,YER022W,18381891
YDR443C,YER022W,15477388
YDL132W,YGR087C,11805837
YOR319W,YPL178W,21558325
YBR059C,YOL066C,21460040
YMR173W,YPL126W,16554755
YDR443C,YER022W,16429126
YLR067C,YLR438C,10900456
YER175C,YFR014C,16319894
YJR053W,YOR058C,17634282
YAL005C,YOR310C,19536198
YGL180W,YHL019C,16319894
YNL007C,YNL216W,19536198
YER074W,YGR090W,12150911
YER074W,YGR090W,16429126
YFR028C,YGR092W,20123997
YIL084C,YOR353C,14690591
YJL179W,YLR052W,19536198
YFR028C,YGR092W,10984431
YFR028C,YGR092W,20489023
YFR028C,YGR092W,19221193
YBR041W,YLL024C,19536198
YBR041W,YLL024C,16429126
YAL005C,YPL126W,19536198
YBR059C,YPL203W,16319894
YDL229W,YGL133W,19536198
YDR432W,YPL031C,16330754
YDR162C,YJL095W,19841731
YDR162C,YJL095W,20489023
YDR162C,YJL095W,21118957
YDR162C,YJL095W,21489982
YER151C,YKL049C,21070971
YDL140C,YOR224C,15610738
YDL140C,YOR224C,19394294
YDL140C,YOR224C,10784442
YDL140C,YOR224C,11486042
YDL140C,YOR224C,10984524
YDL140C,YOR224C,16301539
YDL140C,YOR224C,20720002
YDL140C,YOR224C,21048197
YDL140C,YOR224C,20494970
YKL068W,YNL189W,12543930
YKL068W,YNL189W,11387327
YJL179W,YMR308C,19536198
YGL158W,YOR271C,21460040
YBR119W,YGR162W,21558325
YDR381W,YPL204W,17922018
YDL229W,YOR197W,20624963
YDL229W,YOR197W,19536198
YIL126W,YLR176C,11805826
YGL134W,YOL113W,16319894
YDR167W,YLR418C,12052880
YLR033W,YML127W,16554755
YJL095W,YOR294W,20489023
YAL005C,YCR034W,19536198
YBR010W,YDL200C,11805837
YDL229W,YDR415C,19536198
YLR033W,YML127W,14759368
YDR301W,YMR186W,19536198
YCR084C,YDL246C,18467557
YBL092W,YDR510W,15590687
YDL229W,YHR090C,19536198
YJL177W,YNR053C,21926967
YLR033W,YML127W,14729968
YJL176C,YNL216W,18480842
YBR031W,YCR057C,21724601
YDR162C,YKL049C,21070971
YBR009C,YGL197W,22199229
YBL075C,YPL158C,19536198
YBR160W,YOR353C,14690591
YLR033W,YML127W,16429126
YLR014C,YPL106C,19536198
YDR026C,YPL174C,16554755
YHR083W,YLL024C,14690591
YDR145W,YOR116C,21734642
YKR081C,YPL211W,16429126
YKR081C,YPL211W,21926967
YKR081C,YPL211W,11805826
YER073W,YKR016W,21944719
YBR188C,YLR424W,16357217
YAL034C,YER110C,16554755
YAL034C,YER110C,11805826
YAL034C,YER110C,16429126
YHR135C,YLR257W,16319894
YER048C,YFL023W,19536198
YGL060W,YMR032W,19841731
YBL030C,YLR348C,18779372
YBR179C,YDL229W,19536198
YDR101C,YPR016C,16429126
YDR101C,YPR016C,19797079
YDR101C,YPR016C,16651379
YDR101C,YPR016C,19737519
YDR101C,YPR016C,20100801
YBL002W,YPR110C,22199229
YBR169C,YBR194W,21386897
YGR200C,YJR127C,11805837
YDL229W,YGR185C,19536198
YGR024C,YPL068C,14690591
YDR265W,YJL210W,12667447
YDR343C,YJR066W,17507646
YDR265W,YJL210W,19687296
YIL148W,YJL138C,16554755
YJL041W,YMR223W,21734642
YDL116W,YFR002W,15741174
YDL116W,YFR002W,18046405
YDL116W,YFR002W,19822444
YDL013W,YLR200W,19536198
YBR264C,YLR262C,22157956
YPL262W,YPR165W,11805837
YBL026W,YIL048W,10900456
YAL023C,YGL200C,21147851
YAL005C,YGL008C,19536198
YLR186W,YPL004C,11805837
YDL159W,YDR356W,20489023
YEL020W,YGL112C,21734642
YGR240C,YKL166C,11805837
YGR270W,YNL209W,19536198
YEL030W,YLR422W,19536198
YIL035C,YLR223C,20489023
YAL005C,YNL118C,19536198
YGL213C,YOR244W,19303850
YLR240W,YPL120W,16421251
YLR240W,YPL120W,11157979
YLR240W,YPL120W,16429126
YJL179W,YPR187W,19536198
YLR240W,YPL120W,20489023
YDL229W,YLR097C,19536198
YBR018C,YER123W,20489023
YJR092W,YPL031C,16319894
YBR133C,YEL030W,19536198
YDR212W,YPR110C,19536198
YAL021C,YNL007C,19536198
YDR166C,YDR385W,16554755
YIL137C,YNL064C,19536198
YBL035C,YDL229W,19536198
YIL103W,YMR083W,16554755
YLR418C,YOR138C,16554755
YBL024W,YIL095W,20159853
YDR400W,YGL011C,16554755
YJL008C,YLR187W,19536198
YPR199C,YPR199C,17200139
YBR125C,YBR169C,19536198
YER074W,YLR347C,16554755
YDR171W,YOR204W,19536198
YIL150C,YLR288C,10688190
YML065W,YMR091C,20595233
YMR184W,YNL154C,16319894
YKL135C,YOL108C,10688190
YKL135C,YOL108C,17090927
YBR109C,YGL229C,11474067
YDR060W,YIL133C,16429126
YDR012W,YMR080C,16429126
YBL016W,YDL070W,16319894
YHR064C,YJR118C,19536198
YKL010C,YNL209W,19536198
YFL038C,YNL044W,11785952
YDR297W,YPL240C,19536198
YCR107W,YNL209W,19536198
YDR103W,YMR199W,21945277
YBR194W,YIL053W,21386897
YDR201W,YKL042W,17634282
YOL021C,YPR187W,16554755
YGR090W,YPL208W,16554755
YBL086C,YLL024C,19536198
YGR056W,YMR047C,11387327
YDL058W,YLR200W,19536198
YKL068W,YPL169C,11104765
YKL068W,YPL169C,18046405
YKL068W,YPL169C,12543930
YNL121C,YPL106C,19536198
YBR143C,YHR064C,19536198
YDR514C,YOL012C,21520965
YKL043W,YNL064C,19536198
YDR080W,YER123W,21079247
YDR080W,YER123W,19386605
YGR090W,YGR252W,21734642
YCL024W,YNL166C,21118957
YDL229W,YGL004C,19536198
YDL087C,YML049C,16429126
YDL087C,YML049C,11805826
YHR033W,YPL106C,19536198
YFR050C,YKL049C,21070971
YER069W,YHR200W,18757749
YDR394W,YHR030C,11805837
YAL027W,YER049W,16554755
YAL005C,YLR438C,19536198
YKL166C,YOR134W,16319894
YAL005C,YDR243C,19536198
YJR129C,YNL307C,21460040
YKL068W,YPL169C,11387327
YHR024C,YNL064C,19536198
YDR034C,YDR259C,11283351
YGR252W,YPL016W,14660704
YHR079C,YOR254C,19536198
YDR214W,YIL094C,16429126
YDL150W,YKR025W,21536656
YDL150W,YKR025W,16554755
YDL150W,YKR025W,10393904
YDL150W,YKR025W,10688190
YER036C,YIR010W,21107429
YDL150W,YKR025W,16429126
YHR114W,YNL092W,11283351
YJL026W,YPR054W,11805837
YIL130W,YIR010W,21107429
YDR201W,YKL179C,11087867
YNL064C,YPR033C,19536198
YLR396C,YOR106W,11224573
YLR396C,YOR106W,15889152
YLR396C,YOR106W,21613544
YLR396C,YOR106W,20453860
YLR396C,YOR106W,11030345
YLR396C,YOR106W,11694574
YDL097C,YOL117W,21289098
YGL001C,YLR350W,18467557
YDR533C,YPL158C,19536198
YBR195C,YLR017W,18719252
YAL056W,YJL164C,16924114
YDL208W,YGR283C,14759368
YHR197W,YMR229C,20542003
YLR227C,YOR284W,18719252
YER036C,YHR169W,16429126
YAL053W,YKL051W,18467557
YKL002W,YOL100W,21460040
YFL049W,YPL178W,21558325
YGL107C,YLL024C,19536198
YCR004C,YHR027C,18757749
YDR159W,YMR153W,17922018
YIL021W,YMR075W,20670892
YDR452W,YNL217W,20489023
YKR014C,YNL093W,11805837
YKR014C,YNL093W,22157956
YOR204W,YOR361C,16429126
YER155C,YNL061W,11805826
YIL150C,YLR424W,14690591
YBR034C,YLR238W,14690591
YDR283C,YNR051C,16554755
YMR186W,YNR031C,16554755
YDR108W,YDR472W,16554755
YBR079C,YJL014W,18511909
YCR057C,YOR310C,16429126
YCR057C,YOR310C,12150911
YFL003C,YMR125W,11805826
YMR186W,YNR031C,19536198
YDR108W,YDR472W,20375281
YNL189W,YOR308C,11290703
YMR186W,YNR031C,15766533
YCR057C,YOR310C,21558325
YDR108W,YDR472W,21453443
YDR108W,YDR472W,16429126
YBL026W,YLR074C,11805837
YDR238C,YNL209W,19536198
YMR186W,YNL251C,19536198
YGR276C,YKL171W,16319894
YKL014C,YOR080W,11805837
YDL229W,YPL076W,19536198
YOR267C,YPR016C,20489023
YDR145W,YKR081C,21926967
YDL229W,YOR073W,19536198
YFR008W,YMR186W,19536198
YIR010W,YPR034W,21107429
YML065W,YMR072W,20595233
YDL140C,YPR133C,18086892
YDL140C,YPR133C,20818391
YDL140C,YPR133C,12242279
YCR057C,YOR310C,11805826
YCR057C,YOR310C,12068309
YEL030W,YIL159W,19536198
YBL058W,YPR168W,16554755
YFL034C,YKL002W,11283351
YHR128W,YNR012W,11283351
YHR128W,YNR012W,18719252
YHR128W,YNR012W,20489023
YLL024C,YLR154C,19536198
YAL017W,YML037C,16319894
YLR451W,YMR022W,14690591
YJR117W,YNL101W,16093310
YLL039C,YMR307W,15699485
YBR010W,YMR212C,22199229
YAL005C,YER015W,19536198
YKL166C,YKL166C,10688190
YBR114W,YPL154C,16429126
YMR022W,YPL228W,14690591
YLL024C,YNL112W,19536198
YBR049C,YLL024C,19536198
YBR114W,YPL154C,11805826
YJL123C,YPL106C,19536198
YDR510W,YER032W,15590687
YER160C,YPL240C,19536198
YIL105C,YOR181W,21035341
YIR027C,YPL106C,19536198
YAR019C,YDL229W,19536198
YDR118W,YDR118W,12477395
YDR118W,YDR118W,15060174
YDR188W,YMR028W,11805826
YJL014W,YJL124C,19536198
YCR012W,YNR051C,20508643
YGL245W,YNR051C,20508643
YBR072W,YER096W,19536198
YDL164C,YKL113C,15965249
YBR188C,YPR101W,10318896
YBR188C,YPR101W,11884590
YBR188C,YPR101W,11842115
YCL043C,YMR291W,20489023
YDR510W,YER032W,17728242
YDR346C,YOR039W,18265947
YLR225C,YOR254C,19536198
YKL146W,YPL026C,16319894
YDR267C,YOL111C,11805837
YDR267C,YOL111C,14690591
YDL098C,YGR075C,16554755
YIL148W,YJL164C,16319894
YDL164C,YDR054C,16554755
YBR290W,YCL052C,16093310
YGR264C,YJL014W,19536198
YHR064C,YIL126W,19536198
YDL161W,YGL206C,12529323
YDL161W,YGL206C,15992543
YDL161W,YGL206C,14704157
YDL161W,YGL206C,10449404
YBR251W,YOR204W,16429126
YIR010W,YLL024C,21107429
YIR010W,YLL024C,19536198
YDL098C,YGR075C,10688190
YBR009C,YGL030W,16429126
YJR042W,YPL215W,11805837
YKR096W,YPL106C,19536198
YDR148C,YDR148C,11967834
YJL106W,YNL027W,16319894
YDR086C,YOR117W,18757749
YAR014C,YPL153C,17130285
YDR054C,YGL252C,16554755
YDR145W,YPR086W,12297514
YNL116W,YNL311C,11805837
YBR107C,YLL024C,19536198
YCR057C,YJL010C,17956976
YDL209C,YKL095W,11884590
YDL209C,YKL095W,14690591
YDL209C,YKL095W,11805826
YGR084C,YOR158W,16554755
YBR093C,YKR106W,11283351
YGL173C,YNL284C,16429126
YFR004W,YOL061W,20170199
YFR004W,YOL061W,18757749
YBR023C,YNL064C,19536198
YER064C,YNL209W,19536198
YBR283C,YGR060W,18467557
YLL036C,YMR116C,11804584
YCR092C,YLL026W,19536198
YEL037C,YPL106C,19536198
YLR276C,YML010W,12556496
YBL079W,YMR153W,21784248
YBL079W,YMR153W,19414609
YDR214W,YNL209W,19536198
YBL037W,YDL229W,19536198
YDL229W,YHR058C,19536198
YIL126W,YPL240C,19536198
YGL181W,YGL181W,19345193
YPL221W,YPL240C,19536198
YDL229W,YHR196W,19536198
YBR160W,YMR155W,16319894
YDL149W,YJL178C,17426440
YDL149W,YJL178C,18829864
YEL053C,YOR032C,18719252
YKL171W,YPL172C,16319894
YBL079W,YMR153W,9864357
YBL079W,YMR153W,14697200
YBL079W,YMR153W,18046405
YBL079W,YMR153W,12403813
YKL214C,YMR125W,16554755
YKL214C,YMR125W,11805826
YBL037W,YJR058C,11805826
YBL037W,YJR058C,18719252
YKL214C,YMR125W,17922018
YML063W,YML065W,20595233
YDL040C,YPL198W,16429126
YAL005C,YML058W,19536198
YLR011W,YLR011W,18719252
YLR011W,YLR011W,16752898
YLR216C,YPL106C,19536198
YDL195W,YPL249C,16429126
YFR028C,YKL108W,17116692
YBR283C,YDL092W,18467557
YGL106W,YLR203C,16554755
YDL229W,YER079W,19536198
YHR165C,YKL152C,10924465
YIR017C,YMR117C,17634282
YEL021W,YEL021W,10688190
YEL021W,YEL021W,19435314
YBL061C,YBR023C,20505074
YBL061C,YBR023C,9314530
YBL061C,YBR023C,10708377
YLR243W,YOR258W,18719252
YDL042C,YKL023W,20489023
YNL209W,YOR034C,19536198
YGR204W,YHL002W,19841731
YGL100W,YPL169C,17922018
YGL100W,YPL169C,18046452
YLR259C,YMR257C,19536198
YFL002C,YMR270C,21825077
YNL209W,YOR056C,19536198
YAL043C,YHR135C,16137619
YBL002W,YDR334W,19088068
YFR019W,YLR386W,19037259
YFR028C,YIR010W,21107429
YFR019W,YLR386W,18653468
YFR019W,YLR386W,20489023
YBL023C,YGL113W,21460226
YBL023C,YGL113W,21362622
YBL023C,YGL113W,21868389
YGR204W,YNL135C,11805837
YNL244C,YPL160W,11805837
YER112W,YOL004W,10900456
YHR040W,YLR321C,14690591
YDR188W,YMR061W,19536198
YLR025W,YNL265C,18032584
YBR175W,YPL106C,19536198
YER171W,YPL106C,19536198
YBL050W,YDL133W,10688190
YDR273W,YJL057C,21460040
YBR223C,YDR267C,14690591
YBL084C,YGL116W,15916961
YBL084C,YGL116W,15879521
YBR252W,YOL113W,21460040
YLL045C,YPL211W,16429126
YGR200C,YLR384C,16554755
YGR200C,YLR384C,11929532
YGR200C,YLR384C,16429126
YGR200C,YLR384C,18466297
YGR200C,YLR384C,11805826
YGR200C,YLR384C,11805837
YGR200C,YLR384C,10777588
YHR179W,YLR427W,11805837
YGR200C,YLR384C,14718557
YGR200C,YLR384C,11689709
YDR038C,YDR380W,11283351
YDR166C,YJL138C,16554755
YDR516C,YEL030W,19536198
YGR092W,YNR052C,9311989
YGR092W,YNR052C,9463387
YIL126W,YKL049C,12697820
YIL126W,YKL049C,21070971
YNL070W,YNL131W,21059357
YNL070W,YNL131W,21036907
YFL013C,YPL048W,16554755
YNR051C,YOL038W,20508643
YDR523C,YLL018C,21460040
YDL005C,YPL042C,11805826
YDL005C,YPL042C,14988503
YEL063C,YPL240C,15879519
YFL049W,YNL206C,21698254
YGR094W,YMR234W,11805826
YJL034W,YKL145W,17264153
YNL271C,YNL271C,15006353
YLR368W,YOL133W,14747994
YNL271C,YNL271C,15020407
YOR005C,YPR016C,11805837
YKL010C,YMR022W,17310239
YHR027C,YKR043C,18757749
YKL104C,YNL301C,16429126
YBL075C,YBR025C,19536198
YKL049C,YKL212W,21070971
YFR016C,YHR122W,14690591
YDR252W,YJR011C,16554755
YLR144C,YOR254C,19536198
YDR386W,YJL020C,19841731
YLR055C,YMR304W,21734642
YDR303C,YLL024C,19536198
YDR303C,YLL024C,14729968
YDL192W,YHR123W,18467557
YNL271C,YNL271C,19220811
YAL005C,YNR027W,19536198
YER048C,YJL197W,19536198
YBR055C,YDR482C,19789211
YDR458C,YPL240C,19536198
YEL032W,YJL164C,16319894
YBR041W,YJL052W,10515935
YKL009W,YLL045C,19789271
YLR009W,YNL061W,11805826
YLR009W,YNL061W,12808088
YBR156C,YPR119W,22078879
YDR382W,YGL066W,21734642
YDL229W,YJR003C,19536198
YNL209W,YOL021C,19536198
YPL181W,YPL181W,16286008
YPL037C,YPL037C,16926149
YNL166C,YPL153C,20489023
YAL005C,YKL124W,19536198
YDR385W,YLR153C,16429126
YGR218W,YKL029C,16429126
YKR026C,YNL265C,11805826
YLR259C,YML056C,19536198
YBR088C,YML056C,11805837
YBR079C,YNL007C,19536198
YDR138W,YDR159W,17922018
YKR083C,YMR083W,16554755
YNL271C,YNL271C,14657240
YDR176W,YLR055C,12446794
YDL153C,YDR269C,11283351
YHR203C,YOR310C,12150911
YHR203C,YOR310C,14759368
YHR203C,YOR310C,16429126
YDR176W,YLR055C,12186975
YDR176W,YLR055C,16429126
YDR176W,YLR055C,10490601
YDR176W,YLR055C,21685874
YDR176W,YLR055C,21734642
YGR092W,YKR022C,16319894
YDR176W,YLR055C,19226466
YAR007C,YDL140C,16554755
YKR029C,YPR152C,21386897
YER021W,YMR293C,18467557
YER074W,YKR081C,21926967
YAL005C,YOL023W,19536198
YBR060C,YDR174W,16554755
YBL040C,YGR060W,16093310
YDL143W,YFL002C,21825077
YDL110C,YLL024C,19536198
YCL017C,YPL026C,20489023
YMR270C,YNL007C,19536198
YDL229W,YNR010W,19536198
YHL030W,YJL014W,19536198
YHL034C,YIR010W,21107429
YDR385W,YNL007C,19536198
YEL060C,YIL128W,11805837
YDL229W,YGR133W,19536198
YBR084W,YNL301C,16429126
YJL146W,YLL026W,19536198
YAR014C,YDR107C,19841731
YMR260C,YNL207W,21835981
YBR274W,YJL036W,10688190
YGL011C,YGR097W,16554755
YFR004W,YPL028W,20170199
YFR004W,YPL028W,18757749
YER007W,YOL038W,20204449
YGR252W,YMR049C,21734642
YNL225C,YPL031C,16319894
YKR048C,YOR090C,20489023
YDR487C,YDR513W,21565288
YGL062W,YHR107C,11805837
YCL029C,YPL269W,16236795
YCR020C,YJR045C,19536198
YBR034C,YPL192C,14690591
YGR085C,YIR010W,21107429
YGR200C,YLR384C,11435442
YDL168W,YDL229W,19536198
YGR192C,YLR200W,19536198
YLR268W,YOR075W,9214619
YER125W,YJL115W,16606443
YBL007C,YNL106C,14761940
YLR268W,YOR075W,15958490
YHR207C,YLR096W,16319894
YBL007C,YNL106C,11805826
YBL007C,YNL106C,19841731
YLL043W,YLR332W,18467557
YKR081C,YNL175C,16554755
YBR110W,YHR140W,16093310
YLR268W,YOR075W,21482823
YLL024C,YLR371W,19536198
YAL005C,YER070W,19536198
YDR357C,YKL061W,16554755
YDR363W,YLR421C,16554755
YLR200W,YOR377W,19536198
YDR159W,YKL186C,12631707
YDR159W,YKL186C,17922018
YJL085W,YNL209W,19536198
YDR460W,YLR288C,10688190
YIL035C,YKL160W,16319894
YIL035C,YKL160W,16554755
YDL212W,YIL109C,10564255
YIL035C,YKL160W,16260625
YIL035C,YKL160W,16756761
YIL035C,YKL160W,21755460
YBL064C,YDR405W,21779004
YAL005C,YBR184W,19536198
YJL179W,YOR074C,19536198
YBR160W,YGL116W,14574415
YDR159W,YKL186C,12411502
YDR444W,YNL007C,19536198
YBR072W,YCR052W,19536198
YDR363W,YLR421C,15610744
YMR237W,YNL045W,16554755
YGL116W,YPR119W,11562348
YGL116W,YPR119W,14743219
YCL032W,YIL118W,18621925
YBR278W,YDR121W,10878005
YBR278W,YDR121W,16554755
YBR278W,YDR121W,14673157
YBR278W,YDR121W,15824130
YBR278W,YDR121W,18719252
YBR278W,YDR121W,14622139
YBR278W,YDR121W,11805826
YGL116W,YPR119W,12574115
YBR194W,YKL173W,21386897
YDR237W,YKL166C,16319894
YDL014W,YLR009W,12808088
YDL042C,YKR101W,11157772
YGR090W,YKL172W,16554755
YER151C,YKL213C,20508643
YHR199C,YNL007C,19536198
YGR296W,YJL020C,19841731
YFR028C,YMR176W,21127052
YDL042C,YKR101W,18045995
YKR081C,YOL041C,21926967
YOR001W,YPL190C,21135092
YOR332W,YOR332W,8626613
YOR332W,YOR332W,16774922
YCR012W,YOL135C,11805826
YJR035W,YPR191W,11805837
YDL042C,YKR101W,17043313
YDL160C,YGR178C,11283351
YDL160C,YGR178C,18467557
YLL024C,YNL086W,19536198
YAL005C,YAL020C,19536198
YEL030W,YPL174C,19536198
YDR169C,YIL142W,19536198
YAL005C,YIL129C,19536198
YHR020W,YLR452C,16429126
YNL136W,YPL031C,16319894
YHL002W,YNR052C,19841731
YAL029C,YLR274W,16429126
YNL251C,YOL021C,16427013
YPL013C,YPR125W,16476776
YDR359C,YEL003W,19536198
YIL070C,YKL051W,18467557
