METHOD,ITER,LOG_LOSS,BRIER_SCORE,PR_AUC
TOPOS,4,0.7354755992017901,0.02686196313618727,0.15593930072422713
ASSOC,4,0.2290777236516096,0.061441178187511165,0.20412354176345723
TOPO_GO,4,0.14412694709100846,0.03117260759653818,0.7198777593937026
TOPO_CO_EXP,4,0.3797555948801668,0.05878974694795798,0.0966058935688344
TOPO_GO_CO_EXP,4,0.17858106699367016,0.0411383390662634,0.696508099364874
UNWEIGHTED,4,1.9242248236778474,0.05338595405145137,0.16891864918612348
SWC,5,0.14371039882494413,0.02469413209622459,0.3994010500043592
XGW,5,0.036565614632924855,0.01040194679663023,0.7753424879858921
TOPO,5,0.8628363328011737,0.02689967684432222,0.1762681929948402
TOPO_L2,5,0.9163792001176995,0.03089009561395453,0.06372055902796972
STRING,5,1.0044345510044,0.2763101626986363,0.313368665645934
CO_OCCUR,5,0.36932511431457743,0.026777567426418417,0.16819409540233515
REL,5,0.7693681555991395,0.03581981553095072,0.15446856833794254
CO_EXP,5,0.7260685225998016,0.17955275670925,0.056913337637395645
GO_CC,5,0.23160464879412,0.055362866231737334,0.8124986595636705
GO_BP,5,0.43557225712515935,0.08503489276479277,0.1745669472927082
GO_MF,5,1.3163769089630148,0.056976598422441786,0.5186338986580843
ALL,5,0.16430279562410485,0.03496718145565404,0.667584112175863
GO_SS,5,0.18910134578050614,0.04655006441830377,0.6919669500049542
TOPOS,5,0.7352681326069206,0.026811472856823546,0.16535190508717956
ASSOC,5,0.2291542489571243,0.06143127918646695,0.20618941140063862
TOPO_GO,5,0.14424327307843857,0.031193683702502407,0.7199625183859591
TOPO_CO_EXP,5,0.37848162703088134,0.0587267130159326,0.09982699778009838
TOPO_GO_CO_EXP,5,0.17865045455124512,0.04115008206728655,0.6974679188235756
UNWEIGHTED,5,1.9218364881066698,0.053319691745979884,0.17237650556650755
SWC,6,0.09923842907800158,0.021375819606316696,0.3928661095738815
XGW,6,0.03304973347620894,0.008498179749336707,0.8802782205581168
TOPO,6,0.7737992040534233,0.024377500069195847,0.18252283804474556
TOPO_L2,6,0.8282001080934749,0.028394936109331366,0.06431535964653218
STRING,6,0.9697952538171045,0.2759520628179666,0.3205053725201412
CO_OCCUR,6,0.3498567426566331,0.02471186776277493,0.15383869526585575
REL,6,0.6981127801734385,0.033662656229731004,0.14972874752931437
CO_EXP,6,0.7189240185510282,0.17969011595910553,0.0440123084462389
GO_CC,6,0.23205596047310484,0.05546199774353669,0.7647105579691162
GO_BP,6,0.4344344106914157,0.08439742880656591,0.17717610243415394
GO_MF,6,1.3183760618385458,0.05708153393979591,0.48627912569578635
ALL,6,0.1625410986376231,0.03421868984186887,0.6504036370007998
GO_SS,6,0.1889816575747946,0.04655953406732367,0.6605492439552835
TOPOS,6,0.6500157298624595,0.024300510328909657,0.17455245581595383
ASSOC,6,0.22710964948296575,0.06056009857543043,0.1967917442754602
TOPO_GO,6,0.14323882379501215,0.03083525749339268,0.691838593101295
TOPO_CO_EXP,6,0.3701474125243353,0.05786831056465072,0.08532105202550341
TOPO_GO_CO_EXP,6,0.1778762266674993,0.040883195101288385,0.6582722285917304
UNWEIGHTED,6,1.8357544497024616,0.05093142001683826,0.1767521983366645
SWC,7,0.052177278830314255,0.013141593783091831,0.32922882301588646
XGW,7,0.02444880334193536,0.006586870210264731,0.7172952565108608
TOPO,7,0.36252014411883543,0.012857701783308851,0.2383501819545599
TOPO_L2,7,0.4163539403072313,0.016897430668333456,0.07391081765744292
STRING,7,0.9976032525513402,0.27960609851869844,0.24439690910848955
CO_OCCUR,7,0.1915696141334478,0.014677804508788148,0.11343632132353361
REL,7,0.2691285481986991,0.021859603501614658,0.23756428028890933
CO_EXP,7,0.6083466045344011,0.17758488767208427,0.029795718187890237
GO_CC,7,0.2327993887991181,0.055888463146806525,0.7037922360713709
GO_BP,7,0.4313759605462256,0.0823295500952594,0.15210161589816604
GO_MF,7,1.3070962771279413,0.05695115282377862,0.28058546347381846
ALL,7,0.15410768012301307,0.030638369751781584,0.5521844425171494
GO_SS,7,0.1878140534994735,0.046310935644541626,0.4453616047601029
TOPOS,7,0.2515415748250125,0.012816670679270156,0.2485254040567715
ASSOC,7,0.21717594997685824,0.05662168482482991,0.19488135861908815
TOPO_GO,7,0.13814340784842197,0.028952116152782353,0.5252748233964322
TOPO_CO_EXP,7,0.2519989987423284,0.051612909329585205,0.09341927126741272
TOPO_GO_CO_EXP,7,0.17283768008665096,0.03894328306905229,0.4933498474114974
UNWEIGHTED,7,1.4377628322964398,0.0398894866947797,0.22959122652611844
SWC,8,0.1530988801691437,0.02517369108683766,0.3941010573576402
XGW,8,0.06345888855941713,0.016375935332528607,0.616877880053049
TOPO,8,0.8734538258093595,0.027177872806813056,0.17751743783409407
TOPO_L2,8,0.9202865676354897,0.031099409713184333,0.06634218713922568
STRING,8,1.005551133792451,0.2762595151628961,0.31474301912162483
CO_OCCUR,8,0.37187743584049443,0.027015053075868527,0.17276162612944543
REL,8,0.7707940193652101,0.03589658919705089,0.15947531278158547
CO_EXP,8,0.7309176779440013,0.17984158894508329,0.056228199305170784
GO_CC,8,0.22976801005801548,0.05528700911092907,0.8185021698737409
GO_BP,8,0.435311836174207,0.08514809544688601,0.17190457560305866
GO_MF,8,1.3212675416247068,0.05716384194543084,0.5150611169518592
ALL,8,0.16455704875453633,0.03508484817485315,0.6669789395425549
GO_SS,8,0.18876582810536585,0.0466148323675253,0.6919784048197213
TOPOS,8,0.7383362379414706,0.027043267532258088,0.1691223035538117
ASSOC,8,0.2294402750915197,0.061549706265648436,0.2060600305234238
TOPO_GO,8,0.14399189034505705,0.03128880140408446,0.7181606306316917
TOPO_CO_EXP,8,0.3822785389011384,0.05903116387452288,0.09598097556064109
TOPO_GO_CO_EXP,8,0.17847947051234042,0.04128710215133343,0.6916823465903276
UNWEIGHTED,8,1.9321436204193998,0.05360565422046761,0.17236286945928336
SWC,9,0.11543006258456695,0.022260479623589555,0.37545366037307226
XGW,9,0.043091061852034394,0.010141500523740847,0.8718915223507477
TOPO,9,0.806238160156119,0.025183675536347,0.1671697642122404
TOPO_L2,9,0.8723181704079476,0.0294221769184664,0.04778553204302065
STRING,9,0.9962435060085008,0.27659424360684554,0.2992296317088946
CO_OCCUR,9,0.3424541691430528,0.024979292824610873,0.17049195979977427
REL,9,0.7297085528036713,0.03430049225625273,0.15011958020507454
CO_EXP,9,0.709251031529304,0.17916984427082858,0.05176663965328027
GO_CC,9,0.2314916685571069,0.05527720121092294,0.7984743516922618
GO_BP,9,0.43457357920428036,0.08447022273350759,0.17785953807987132
GO_MF,9,1.3080100343067402,0.05669609445063503,0.5073909713801104
ALL,9,0.16278150526666232,0.034339480336050346,0.6536149358133115
GO_SS,9,0.18848109524123766,0.0463217450553909,0.6834364240418631
TOPOS,9,0.7067731605995108,0.025288729123335078,0.14411154883941094
ASSOC,9,0.22712959760868703,0.0607720587710944,0.1981441457633147
TOPO_GO,9,0.14304228542601352,0.030734684853787466,0.7103380450618202
TOPO_CO_EXP,9,0.36576681981593423,0.05780089431583165,0.09277428204407917
TOPO_GO_CO_EXP,9,0.1774755467229931,0.04069749359564998,0.6878950862236772
UNWEIGHTED,9,1.8678820164116043,0.05182277157774421,0.16351712784175448
