METHOD,ITER,LOG_LOSS,BRIER_SCORE,PR_AUC
GO_CC,9,0.22631898293516917,0.05353068321185704,0.7219770412788887
GO_BP,9,0.3731064575742593,0.07562634721509204,0.16461641182250536
GO_MF,9,0.962066544027267,0.04644598037968384,0.3714019291960782
ALL,9,0.13683242639728616,0.02527440542111635,0.6007326750754242
GO_SS,9,0.18034454813526918,0.0413809317702158,0.572973352238141
TOPOS,9,0.14817358301107128,0.013206600082732339,0.33513849277487767
ASSOC,9,0.16800334984287044,0.04088092922927938,0.18019833431619142
TOPO_GO,9,0.1391710375804762,0.027443102707358908,0.6469471253059506
TOPO_CO_EXP,9,0.20570391801048596,0.04708401731004834,0.1689961798785473
TOPO_GO_CO_EXP,9,0.1664878779816123,0.03523324509754823,0.5949510631773658
UNWEIGHTED,9,7.015004654582754,0.19462523898037565,0.33763085717506536
