YBR146W	YGL129C	0.4727
YDR041W	YKL155C	0.47225
YDR041W	YGL129C	0.471
YBL090W	YNL306W	0.4698
YIL093C	YJR113C	0.4691
YDR041W	YDR337W	0.46865
YBR146W	YDR041W	0.46795
YGL129C	YKL155C	0.46785
YDR041W	YJR101W	0.4677
YBR146W	YJR101W	0.4675
YGL129C	YPL118W	0.4666
YJR101W	YJR113C	0.4662
YBR146W	YPL118W	0.46575
YDR337W	YKL155C	0.4643
YIL093C	YJR101W	0.464
YBR146W	YKL155C	0.464
YDR041W	YPL118W	0.4632
YJR101W	YKL155C	0.46275
YDR041W	YNL306W	0.4626
YGL129C	YJR101W	0.46255
YDR175C	YIL093C	0.4622
YDR116C	YDR322W	0.46195
YBL090W	YJR113C	0.46175
YDR041W	YDR175C	0.4617
YDR337W	YGL129C	0.4616
YDR175C	YJR113C	0.46115
YDR322W	YLR439W	0.46085
YDR041W	YOR158W	0.46075
YBR146W	YDR175C	0.46065
YDR175C	YJR101W	0.46015
YDR041W	YMR188C	0.46
YBR146W	YDR337W	0.46
YDR175C	YDR337W	0.46
YDR237W	YLR439W	0.4597
YDR116C	YLR439W	0.45965
YMR188C	YNL306W	0.45915
YDR337W	YJR101W	0.459
YDR041W	YJR113C	0.45895
YDR237W	YDR322W	0.4587
YKL167C	YKR006C	0.45855
YDR175C	YKL155C	0.4582
YDR175C	YNL306W	0.4578
YKL155C	YPL118W	0.4577
YDR337W	YNL306W	0.45755
YBL090W	YDR041W	0.4572
YBL090W	YDR175C	0.4571
YBL090W	YMR188C	0.4571
YKL155C	YOR158W	0.4569
YDR041W	YIL093C	0.45685
YIL093C	YPL118W	0.4568
YCR046C	YNL252C	0.45675
YGL129C	YOR158W	0.4564
YBL090W	YDR337W	0.45625
YBR146W	YJR113C	0.45625
YKL155C	YNL306W	0.4562
YDR175C	YGL129C	0.4561
YDR116C	YDR237W	0.4558
YDR347W	YIL093C	0.45565
YJR101W	YPL118W	0.45545
YDR337W	YJR113C	0.45545
YJR113C	YNL306W	0.45515
YKL155C	YMR188C	0.455
YGL129C	YNL306W	0.45495
YBR146W	YNR036C	0.45475
YGL129C	YMR188C	0.4547
YBR146W	YIL093C	0.4545
YDR175C	YOR158W	0.45445
YDR322W	YMR024W	0.45445
YDR175C	YPL118W	0.45415
