YBR146W	YGL129C	0.8131334448489586
YDR041W	YKL155C	0.8131334448489586
YDR041W	YGL129C	0.8131334448489586
YBL090W	YNL306W	0.8131334448489586
YIL093C	YJR113C	0.8131334448489586
YDR041W	YDR337W	0.8131334448489586
YBR146W	YDR041W	0.8131334448489586
YGL129C	YKL155C	0.8131334448489586
YDR041W	YJR101W	0.8131334448489586
YBR146W	YJR101W	0.8131334448489586
YGL129C	YPL118W	0.8131334448489586
YJR101W	YJR113C	0.8131334448489586
YBR146W	YPL118W	0.8131334448489586
YDR337W	YKL155C	0.8131334448489586
YIL093C	YJR101W	0.8131334448489586
YBR146W	YKL155C	0.8131334448489586
YDR041W	YPL118W	0.8131334448489586
YJR101W	YKL155C	0.8131334448489586
YDR041W	YNL306W	0.8131334448489586
YGL129C	YJR101W	0.8131334448489586
YDR175C	YIL093C	0.8131334448489586
YDR116C	YDR322W	0.8131334448489586
YBL090W	YJR113C	0.8131334448489586
YDR041W	YDR175C	0.8131334448489586
YDR337W	YGL129C	0.8131334448489586
YDR175C	YJR113C	0.8131334448489586
YDR322W	YLR439W	0.8131334448489586
YDR041W	YOR158W	0.8131334448489586
YBR146W	YDR175C	0.8131334448489586
YDR175C	YJR101W	0.8131334448489586
YDR041W	YMR188C	0.8131334448489586
YBR146W	YDR337W	0.8131334448489586
YDR175C	YDR337W	0.8131334448489586
YDR237W	YLR439W	0.8131334448489586
YDR116C	YLR439W	0.8131334448489586
YMR188C	YNL306W	0.8131334448489586
YDR337W	YJR101W	0.8131334448489586
YDR041W	YJR113C	0.8131334448489586
YDR237W	YDR322W	0.8131334448489586
YKL167C	YKR006C	0.8131334448489586
YDR175C	YKL155C	0.8131334448489586
YDR175C	YNL306W	0.8131334448489586
YKL155C	YPL118W	0.8131334448489586
YDR337W	YNL306W	0.8131334448489586
YBL090W	YDR041W	0.8131334448489586
YBL090W	YDR175C	0.8131334448489586
YBL090W	YMR188C	0.8131334448489586
YKL155C	YOR158W	0.8131334448489586
YDR041W	YIL093C	0.8131334448489586
YIL093C	YPL118W	0.8131334448489586
YCR046C	YNL252C	0.8131334448489586
YGL129C	YOR158W	0.8131334448489586
YBL090W	YDR337W	0.8131334448489586
YBR146W	YJR113C	0.8131334448489586
YKL155C	YNL306W	0.8131334448489586
YDR175C	YGL129C	0.8131334448489586
YDR116C	YDR237W	0.8131334448489586
YDR347W	YIL093C	0.8131334448489586
YJR101W	YPL118W	0.8131334448489586
YDR337W	YJR113C	0.8131334448489586
YJR113C	YNL306W	0.8131334448489586
YKL155C	YMR188C	0.8131334448489586
YGL129C	YNL306W	0.8131334448489586
YBR146W	YNR036C	0.8131334448489586
YGL129C	YMR188C	0.8131334448489586
YBR146W	YIL093C	0.8131334448489586
YDR175C	YOR158W	0.8131334448489586
YDR322W	YMR024W	0.8131334448489586
YDR175C	YPL118W	0.8131334448489586
YJR101W	YNR036C	0.8131334448489586
YCR071C	YDR116C	0.8131334448489586
YDR175C	YMR188C	0.8131334448489586
YDR337W	YMR188C	0.8131334448489586
YBL090W	YIL093C	0.8131334448489586
YDR337W	YPL118W	0.8131334448489586
YDR337W	YOR158W	0.8131334448489586
YMR188C	YPL118W	0.8131334448489586
YDR347W	YJR101W	0.8131334448489586
YOR158W	YPL118W	0.8131334448489586
YBR146W	YOR158W	0.8131334448489586
YMR112C	YPR168W	0.3941011106370158
YBR146W	YNL306W	0.8131334448489586
YDR322W	YNL252C	0.8131334448489586
YGL129C	YJR113C	0.8131334448489586
YJR113C	YKL155C	0.8131334448489586
YJR101W	YOR158W	0.8131334448489586
YJR101W	YNL306W	0.8131334448489586
YBL090W	YGL129C	0.8131334448489586
YBL090W	YKL155C	0.8131334448489586
YJR113C	YPL118W	0.8131334448489586
YMR188C	YOR158W	0.8131334448489586
YDR347W	YPL118W	0.8131334448489586
YBR146W	YMR188C	0.8131334448489586
